net1 X,net1 Y,net5 X,net5 Y
1.306724742702113e-08,1,1.306724742702113e-08,0.2741195382257258
1.326724742702113e-08,1,1.326724742702113e-08,0.2792880928835695
1.346724742702113e-08,1,1.346724742702113e-08,0.2844670347882814
1.366724742702113e-08,1,1.366724742702113e-08,0.2896558563248378
1.386724742702113e-08,1,1.386724742702113e-08,0.2948540843163316
1.406724742702113e-08,1,1.406724742702113e-08,0.3000612770871718
1.426724742702113e-08,1,1.426724742702113e-08,0.3052770218194825
1.446724742702113e-08,1,1.446724742702113e-08,0.3105009321703867
1.466724742702113e-08,1,1.466724742702113e-08,0.3157326461215748
1.486724742702113e-08,1,1.486724742702113e-08,0.3209718240358552
1.506724742702113e-08,1,1.506724742702113e-08,0.3262181468983123
1.526724742702113e-08,1,1.526724742702113e-08,0.3314713147222825
1.546724742702112e-08,1,1.546724742702112e-08,0.3367310451026276
1.566724742702112e-08,1,1.566724742702112e-08,0.3419970719008126
1.586724742702112e-08,1,1.586724742702112e-08,0.3472691440480475
1.606724742702112e-08,1,1.606724742702112e-08,0.352547024454323
1.626724742702112e-08,1,1.626724742702112e-08,0.3578304890125362
1.646724742702112e-08,1,1.646724742702112e-08,0.3631193256881095
1.666724742702111e-08,1,1.666724742702111e-08,0.3684133336855709
1.686724742702111e-08,1,1.686724742702111e-08,0.3737123226844927
1.706724742702111e-08,1,1.706724742702111e-08,0.3790161121380164
1.726724742702111e-08,1,1.726724742702111e-08,0.3843245306279109
1.746724742702111e-08,1,1.746724742702111e-08,0.3896374152707534
1.766724742702111e-08,1,1.766724742702111e-08,0.3949546111703831
1.786724742702111e-08,1,1.786724742702111e-08,0.4002759709122773
1.80672474270211e-08,1,1.80672474270211e-08,0.4056013540959358
1.82672474270211e-08,1,1.82672474270211e-08,0.4109306269017464
1.84672474270211e-08,1,1.84672474270211e-08,0.4162636616891434
1.86672474270211e-08,1,1.86672474270211e-08,0.4216003366231704
1.88672474270211e-08,1,1.88672474270211e-08,0.426940535326826
1.90672474270211e-08,1,1.90672474270211e-08,0.4322841465567957
1.926724742702109e-08,1,1.926724742702109e-08,0.4376310639003771
1.946724742702109e-08,1,1.946724742702109e-08,0.4429811854915798
1.966724742702109e-08,1,1.966724742702109e-08,0.4483344137445325
1.983362371351054e-08,1,1.983362371351054e-08,0.4527899687311947
2e-08,1,2e-08,0.4572475590852895
