gm_id (L_var=1.05e-06) X,gm_id (L_var=1.05e-06) Y,gm_id (L_var=2.05e-06) X,gm_id (L_var=2.05e-06) Y,gm_id (L_var=3.05e-06) X,gm_id (L_var=3.05e-06) Y,gm_id (L_var=4.05e-06) X,gm_id (L_var=4.05e-06) Y,gm_id (L_var=5.05e-06) X,gm_id (L_var=5.05e-06) Y,gm_id (L_var=6.05e-06) X,gm_id (L_var=6.05e-06) Y,gm_id (L_var=7.05e-06) X,gm_id (L_var=7.05e-06) Y,gm_id (L_var=8.05e-06) X,gm_id (L_var=8.05e-06) Y,gm_id (L_var=9.05e-06) X,gm_id (L_var=9.05e-06) Y,gm_id (L_var=1.005e-05) X,gm_id (L_var=1.005e-05) Y,gm_id (L_var=1.105e-05) X,gm_id (L_var=1.105e-05) Y,gm_id (L_var=1.205e-05) X,gm_id (L_var=1.205e-05) Y,gm_id (L_var=1.305e-05) X,gm_id (L_var=1.305e-05) Y,gm_id (L_var=1.405e-05) X,gm_id (L_var=1.405e-05) Y
0.45,30.00023145822474,0.45,30.19409081798323,0.45,30.19626967365281,0.45,30.1913026768002,0.45,30.18570532248998,0.45,30.18054552389409,0.45,30.17606729758105,0.45,30.17226446966831,0.45,30.16905614045899,0.45,30.16634703487114,0.45,30.16404852010995,0.45,30.16208498452645,0.45,30.16039449490816,0.45,30.15892732959857
0.5105263,29.47019546624866,0.5105263,29.68684020621375,0.5105263,29.6872752339655,0.5105263,29.6758789743567,0.5105263,29.66315217693512,0.5105263,29.65143825910074,0.5105263,29.64128537528341,0.5105263,29.63267418926306,0.5105263,29.6254169993803,0.5105263,29.61929488013628,0.5105263,29.61410505022926,0.5105263,29.60967499173834,0.5105263,29.60586367325971,0.5105263,29.60255803405417
0.5710526,28.35931774484373,0.5710526,28.60736766748454,0.5710526,28.60469750825047,0.5710526,28.58216328353675,0.5710526,28.55713481021689,0.5710526,28.53416980793336,0.5710526,28.51432284437419,0.5710526,28.49753243388017,0.5710526,28.48341295077247,0.5710526,28.47152394911151,0.5710526,28.46146136156277,0.5710526,28.45288351970282,0.5710526,28.4455123364235,0.5710526,28.43912562111689
0.6315789000000001,26.49872724154267,0.6315789000000001,26.75619697390925,0.6315789000000001,26.75066101384344,0.6315789000000001,26.71778151605676,0.6315789000000001,26.68138569327206,0.6315789000000001,26.64815451243838,0.6315789000000001,26.61957636870021,0.6315789000000001,26.59550550045472,0.6315789000000001,26.57534023371957,0.6315789000000001,26.55841524849364,0.6315789000000001,26.54412964306044,0.6315789000000001,26.53198046754853,0.6315789000000001,26.52156139356463,0.6315789000000001,26.51254961221958
0.6921053,24.27176949054201,0.6921053,24.49557093763387,0.6921053,24.49083009557548,0.6921053,24.4572251652015,0.6921053,24.41956252923583,0.6921053,24.38507279149332,0.6921053,24.35538976938326,0.6921053,24.3303861740417,0.6921053,24.30944263891081,0.6921053,24.29186843922224,0.6921053,24.27703849180661,0.6921053,24.26442936129672,0.6921053,24.25361817879118,0.6921053,24.24426906428307
0.7526316,21.64803544034327,0.7526316,21.9036824707453,0.7526316,21.8995072776702,0.7526316,21.85555140642797,0.7526316,21.80506185923474,0.7526316,21.75826294733736,0.7526316,21.71765979171882,0.7526316,21.6832543317999,0.7526316,21.65430476390465,0.7526316,21.62992614025865,0.7526316,21.6092958610962,0.7526316,21.59171449776261,0.7526316,21.57661129699714,0.7526316,21.56352967191738
0.8131579,17.79697416855867,0.8131579,18.1177567481244,0.8131579,18.11387061186223,0.8131579,18.05517373092962,0.8131579,17.98744900340897,0.8131579,17.92483687274274,0.8131579,17.87071798155913,0.8131579,17.82503016847348,0.8131579,17.78671662480429,0.8131579,17.75454778588853,0.8131579,17.72739488401166,0.8131579,17.70430628993768,0.8131579,17.68451039989952,0.8131579,17.66739305709351
0.8736842,13.59378737555112,0.8736842,13.88964518501184,0.8736842,13.89063094073215,0.8736842,13.83922470810807,0.8736842,13.77889601453039,0.8736842,13.72304166501489,0.8736842,13.67484361513489,0.8736842,13.63425015449804,0.8736842,13.60029022077705,0.8736842,13.57184017011092,0.8736842,13.54787414467313,0.8736842,13.52753142283899,0.8736842,13.51011695375366,0.8736842,13.49507942289812
0.9342105000000001,10.24023251434998,0.9342105000000001,10.46840288857021,0.9342105000000001,10.47538302494934,0.9342105000000001,10.4413926118091,0.9342105000000001,10.39973920504922,0.9342105000000001,10.36075124666053,0.9342105000000001,10.32697715263016,0.9342105000000001,10.29849183788828,0.9342105000000001,10.27465297742907,0.9342105000000001,10.25468462949883,0.9342105000000001,10.237869690652,0.9342105000000001,10.22360357799844,0.9342105000000001,10.21139706508911,0.9342105000000001,10.20086178284026
0.9947368,7.917058381129928,0.9947368,8.08775861511139,0.9947368,8.099105448685082,0.9947368,8.079729606053043,0.9947368,8.053853671746953,0.9947368,8.02908150808365,0.9947368,8.007416832780047,0.9947368,7.989056743418851,0.9947368,7.973651454990438,0.9947368,7.96072883167591,0.9947368,7.949838494555362,0.9947368,7.940595293691326,0.9947368,7.932685195233519,0.9947368,7.925857811471154
1.055263,6.350519515265223,1.055263,6.483047621731458,1.055263,6.497085963454588,1.055263,6.487328504160113,1.055263,6.471873882228148,1.055263,6.456490889282399,1.055263,6.442817755578004,1.055263,6.431133588169818,1.055263,6.421283999803114,1.055263,6.412999201204846,1.055263,6.406006058499601,1.055263,6.400064970779379,1.055263,6.394977933111236,1.055263,6.390585828053607
1.115789,5.267649515466132,1.115789,5.376097722362779,1.115789,5.391753622542735,1.115789,5.387985192317574,1.115789,5.379034936834842,1.115789,5.369515937066812,1.115789,5.360835117451324,1.115789,5.353321815917883,1.115789,5.346943368933495,1.115789,5.341556282284547,1.115789,5.336998118393712,1.115789,5.333120200516065,1.115789,5.329797015176101,1.115789,5.326926471003535
1.176316,4.487893832808031,1.176316,4.580898721949133,1.176316,4.597558489100979,1.176316,4.597572497973551,1.176316,4.592735654241686,1.176316,4.586927788670191,1.176316,4.581408161564073,1.176316,4.57653705658195,1.176316,4.57235833404445,1.176316,4.568808137269407,1.176316,4.565793930056929,1.176316,4.563224503579774,1.176316,4.561020191758707,1.176316,4.559114987386654
1.236842,3.90303816665983,1.236842,3.985747436791271,1.236842,4.003062378168036,1.236842,4.005560137571979,1.236842,4.003425754783977,1.236842,4.000057440026955,1.236842,3.996616993209584,1.236842,3.993484574382032,1.236842,3.990754001798675,1.236842,3.988413549098575,1.236842,3.98641650207631,1.236842,3.984709360098676,1.236842,3.98324256249876,1.236842,3.981973810423894
1.297368,3.448675487320533,1.297368,3.524224113610374,1.297368,3.541988965743343,1.297368,3.546191443304358,1.297368,3.545911721925853,1.297368,3.544218221243708,1.297368,3.542205821216271,1.297368,3.540268115987081,1.297368,3.538533027427373,1.297368,3.537024482064686,1.297368,3.535727138606056,1.297368,3.534613334956641,1.297368,3.533654152694589,1.297368,3.532823557668219
