fT*gm_id (L_var=1.05e-06) X,fT*gm_id (L_var=1.05e-06) Y,fT*gm_id (L_var=2.05e-06) X,fT*gm_id (L_var=2.05e-06) Y,fT*gm_id (L_var=3.05e-06) X,fT*gm_id (L_var=3.05e-06) Y,fT*gm_id (L_var=4.05e-06) X,fT*gm_id (L_var=4.05e-06) Y,fT*gm_id (L_var=5.05e-06) X,fT*gm_id (L_var=5.05e-06) Y,fT*gm_id (L_var=6.05e-06) X,fT*gm_id (L_var=6.05e-06) Y,fT*gm_id (L_var=7.05e-06) X,fT*gm_id (L_var=7.05e-06) Y,fT*gm_id (L_var=8.05e-06) X,fT*gm_id (L_var=8.05e-06) Y,fT*gm_id (L_var=9.05e-06) X,fT*gm_id (L_var=9.05e-06) Y,fT*gm_id (L_var=1.005e-05) X,fT*gm_id (L_var=1.005e-05) Y,fT*gm_id (L_var=1.105e-05) X,fT*gm_id (L_var=1.105e-05) Y,fT*gm_id (L_var=1.205e-05) X,fT*gm_id (L_var=1.205e-05) Y,fT*gm_id (L_var=1.305e-05) X,fT*gm_id (L_var=1.305e-05) Y,fT*gm_id (L_var=1.405e-05) X,fT*gm_id (L_var=1.405e-05) Y
1.055263,8571917673.842029,1.055263,2408814909.499453,1.055263,1114847359.073867,1.055263,640269167.1907827,1.055263,415031306.7541734,1.055263,290725730.3147051,1.055263,214943754.4468111,1.055263,165356733.2262622,1.055263,131146092.4028393,1.055263,106552826.9273744,1.055263,88282193.86291438,1.055263,74338590.52568537,1.055263,63455959.8526689,1.055263,54799628.56769533
1.115789,8344613134.264712,1.115789,2365571551.650796,1.115789,1098649981.011193,1.115789,632152144.7817228,1.115789,410251253.0435286,1.115789,287608423.0113186,1.115789,212763320.3006904,1.115789,163751993.2380348,1.115789,129918637.8808907,1.115789,105585220.61109,1.115789,87500752.44578256,1.115789,73694868.12185553,1.115789,62916857.32894649,1.115789,54341795.50092522
1.176316,8124293605.176864,1.176316,2323004285.291245,1.176316,1082607629.389155,1.176316,624085509.5273772,1.176316,405490564.6071431,1.176316,284499054.3496634,1.176316,210586011.6309603,1.176316,162148170.7479141,1.176316,128691035.3118215,1.176316,104616941.7636453,1.176316,86718384.92395337,1.176316,73050107.08882673,1.176316,62376678.90750003,1.176316,53882889.79833035
1.236842,7909322900.480116,1.236842,2280741166.581128,1.236842,1066556868.769653,1.236842,615977764.7433203,1.236842,400690888.5144562,1.236842,281357222.7277132,1.236842,208382226.0787276,1.236842,160522659.2735845,1.236842,127445466.9390518,1.236842,103633593.2763427,1.236842,85923221.97180057,1.236842,72394358.47723217,1.236842,61826968.4658857,1.236842,53415638.5063942
1.297368,7698901483.450162,1.297368,2238618661.733961,1.297368,1050426765.114775,1.297368,607789234.5939717,1.297368,395826890.3596554,1.297368,278165361.1463288,1.297368,206139074.8102179,1.297368,158865605.105563,1.297368,126174159.8557645,1.297368,102628890.8190261,1.297368,85110080.81913753,1.297368,71723277.43877988,1.297368,61264033.25580078,1.297368,52936866.21684211
1.357895,7492652120.235876,1.357895,2196578930.150077,1.357895,1034193596.521227,1.357895,599506802.4943836,1.357895,390890207.6028101,1.357895,274917665.1085382,1.357895,203852292.6629888,1.357895,157173743.1079605,1.357895,124874536.0316791,1.357895,101600749.1385655,1.357895,84277241.79035352,1.357895,71035423.04164204,1.357895,60686649.73906808,1.357895,52445522.18185429
1.418421,7290396420.149437,1.418421,2154614193.740001,1.418421,1017856278.541664,1.418421,591130195.6841886,1.418421,385880735.9258485,1.418421,271614080.2278346,1.418421,201521845.3947627,1.418421,155447049.8264281,1.418421,123546579.2082063,1.418421,100549157.4648952,1.418421,83424698.59564434,1.418421,70330792.76464966,1.418421,60094818.60039572,1.418421,51941609.81976572
1.478947,7092042280.24524,1.478947,2112738329.603028,1.478947,1001423738.77893,1.478947,582664917.505396,1.478947,380802131.1514431,1.478947,268257195.1358506,1.478947,199149657.9228212,1.478947,153687011.7444977,1.478947,122191472.02948,1.478947,99475079.61188945,1.478947,82553252.40476809,1.478947,69610063.68810251,1.478947,59489120.12988896,1.478947,51425632.48154212
1.539474,6897528147.547351,1.539474,2070972536.888705,1.539474,984908479.737715,1.539474,574118622.9311539,1.539474,375659494.2499926,1.539474,264850638.5627807,1.539474,196738440.403704,1.539474,151895729.3629179,1.539474,120810890.3686786,1.539474,98379884.12868491,1.539474,81664042.30407561,1.539474,68874199.09957434,1.539474,58870379.98141021,1.539474,50898306.05887557
1.6,6706799228.393275,1.6,2029338230.948788,1.6,968323236.9474006,1.6,565499196.9171392,1.6,370458129.4125581,1.6,261398213.015956,1.6,194291050.5784613,1.6,150075428.8136508,1.6,119406617.6452042,1.6,97265032.24349715,1.6,80758287.78915404,1.6,68124232.50564669,1.6,58239485.50448617,1.6,50360400.95858982
