gm_gds (L_var=3.5e-07) X,gm_gds (L_var=3.5e-07) Y,gm_gds (L_var=4e-07) X,gm_gds (L_var=4e-07) Y,gm_gds (L_var=4.5e-07) X,gm_gds (L_var=4.5e-07) Y,gm_gds (L_var=5e-07) X,gm_gds (L_var=5e-07) Y,gm_gds (L_var=5.5e-07) X,gm_gds (L_var=5.5e-07) Y,gm_gds (L_var=6e-07) X,gm_gds (L_var=6e-07) Y,gm_gds (L_var=6.5e-07) X,gm_gds (L_var=6.5e-07) Y,gm_gds (L_var=7e-07) X,gm_gds (L_var=7e-07) Y,gm_gds (L_var=7.5e-07) X,gm_gds (L_var=7.5e-07) Y,gm_gds (L_var=8e-07) X,gm_gds (L_var=8e-07) Y,gm_gds (L_var=8.5e-07) X,gm_gds (L_var=8.5e-07) Y,gm_gds (L_var=9e-07) X,gm_gds (L_var=9e-07) Y,gm_gds (L_var=9.5e-07) X,gm_gds (L_var=9.5e-07) Y,gm_gds (L_var=1e-06) X,gm_gds (L_var=1e-06) Y
1.102041,70.61672420228965,1.102041,88.51736666653099,1.102041,109.2662995021462,1.102041,133.0140781610349,1.102041,159.485818939,1.102041,187.9974049323871,1.102041,217.5512855290962,1.102041,247.008597790736,1.102041,275.2930122360566,1.102041,301.5609276441993,1.102041,325.2900003298861,1.102041,346.2783965797361,1.102041,364.5813851666765,1.102041,380.423264373726
1.142857,71.15423448475656,1.142857,89.24054663803679,1.142857,110.268268709298,1.142857,134.4170677033793,1.142857,161.4312066429669,1.142857,190.6275249841114,1.142857,220.9857269051211,1.142857,251.3218372226298,1.142857,280.5012069361588,1.142857,307.6221355316798,1.142857,332.1162873526115,1.142857,353.7541198761746,1.142857,372.5814011303658,1.142857,388.8269857981314
1.183673,71.66412913258847,1.183673,89.92056373204437,1.183673,111.2042374308691,1.183673,135.72287729158,1.183673,163.2399114699533,1.183673,193.0745511114299,1.183673,224.1864110095513,1.183673,255.3496435864398,1.183673,285.3742638948369,1.183673,313.3025959523746,1.183673,338.521414637106,1.183673,360.7737358187076,1.183673,380.0955687746294,1.183673,396.7198096876331
1.22449,72.14967568320863,1.22449,90.56237598702505,1.22449,112.0814941318965,1.22449,136.941734410546,1.22449,164.9255417020991,1.22449,195.3556361519759,1.22449,227.1738948320392,1.22449,259.1156120582665,1.22449,289.9383665076779,1.22449,318.6306789071708,1.22449,344.5356580459321,1.22449,367.369273487629,1.22449,387.1576129809732,1.22449,404.1371510066315
1.265306,72.6136696929107,1.265306,91.170253080772,1.265306,112.9063645020307,1.265306,138.0825953251208,1.265306,166.5001322451558,1.265306,197.4861082551188,1.265306,229.9667414149582,1.265306,262.6412619841659,1.265306,294.2176076201152,1.265306,323.6326819660895,1.265306,350.1872374517568,1.265306,373.5706952001242,1.265306,393.7991400303547,1.265306,411.1122093767648
1.306122,73.05851344040369,1.306122,91.7478861592525,1.306122,113.6843564105434,1.306122,139.1533226772263,1.306122,167.9743444330998,1.306122,199.4796761674724,1.306122,232.5817122017173,1.306122,265.9462015038046,1.306122,298.2341186927335,1.306122,328.3329237556707,1.306122,355.5023801284163,1.306122,379.4059387660487,1.306122,400.0496689711279,1.306122,417.6759996823328
1.346939,73.4862804595014,1.346939,92.29847875183344,1.346939,114.4202778423005,1.346939,140.1608328514921,1.346939,169.3576355651544,1.346939,201.3486080633708,1.346939,235.0339401296823,1.346939,269.0482821492104,1.346939,302.0081986065085,1.346939,332.7538459282237,1.346939,360.5053999377565,1.346939,384.9009810790811,1.346939,405.9366881072617,1.346939,423.8574170902788
1.387755,73.89876371481289,1.387755,92.82481644531063,1.387755,115.1183505904854,1.387755,141.1112386405627,1.387755,170.6584258987702,1.387755,203.1039131858884,1.387755,237.3371136887136,1.387755,271.9637741292427,1.387755,305.5584729155719,1.387755,336.9161541259005,1.387755,365.2188221157563,1.387755,390.0799517318896,1.387755,411.4857638387506,1.387755,429.6833120982924
1.428571,74.29753361675604,1.428571,93.32934639653598,1.428571,115.782279085772,1.428571,142.009939882334,1.428571,171.8842078389118,1.428571,204.7554621284443,1.428571,239.5035985779285,1.428571,274.7074803802109,1.428571,308.9019945831076,1.428571,340.8389039860593,1.428571,369.6634569295176,1.428571,394.9651992042828,1.428571,416.720605382882,1.428571,435.1786311825546
1.469388,74.68395329735928,1.469388,93.81420501952537,1.469388,116.4153306928287,1.469388,142.8617268003151,1.469388,173.0416707103526,1.469388,206.3121276680249,1.469388,241.5445867522201,1.469388,277.2928858554196,1.469388,312.0543876637694,1.469388,344.5396366368063,1.469388,373.8585275691535,1.469388,399.5774140124456,1.469388,421.6631872488116,1.469388,440.3664716649257
1.510204,75.05921984257719,1.510204,94.28127489866472,1.510204,117.0203938508861,1.510204,143.6708570819331,1.510204,174.1367959566005,1.510204,207.781894119888,1.510204,243.4702137597649,1.510204,279.7322763748086,1.510204,315.0299628218717,1.510204,348.0344887315832,1.510204,377.8217752242716,1.510204,403.9357313049734,1.510204,426.3338528575205,1.510204,445.2682257661281
1.55102,75.42438612625895,1.55102,94.73221774932684,1.55102,117.6000291269472,1.55102,144.4411240182753,1.55102,175.1749422520679,1.55102,209.1719566238954,1.55102,245.2896673452963,1.55102,282.0368511432135,1.55102,317.8418294665537,1.55102,351.3383020184194,1.55102,381.5695661315092,1.55102,408.0578371250716,1.55102,430.7514226905802,1.55102,449.9036864477295
1.591837,75.78038096286623,1.591837,95.16850438813589,1.591837,118.1565120597879,1.591837,145.1759143829864,1.591837,176.1609187699991,1.591837,210.4888078863922,1.591837,247.0112838850177,1.591837,284.2168244296199,1.591837,320.5019989589831,1.591837,354.4647260216227,1.591837,385.1169935219934,1.591837,411.9600708641132,1.591837,434.9332993173088,1.591837,454.2911573372085
1.632653,76.12802625133556,1.632653,95.59144034288525,1.632653,118.6918699993201,1.632653,145.8782586218586,1.632653,177.0990494014773,1.632653,211.7383151935089,1.632653,248.6426352784776,1.632653,286.2815186792171,1.632653,323.0214807250599,1.632653,357.4263152212077,1.632653,388.4779754489571,1.632653,415.6575245533685,1.632653,438.8955696973174,1.632653,458.4475598367856
1.673469,76.46805145895148,1.673469,96.00218761267263,1.673469,119.2079136316896,1.673469,146.5508741791664,1.673469,177.9932287718927,1.673469,212.9257883966762,1.673469,250.1906066835614,1.673469,288.2394490086965,1.673469,325.410370744076,1.673469,360.2346197502727,1.673469,391.6653471461637,1.673469,419.1641373803523,1.673469,442.6531029904472,1.673469,462.388535596571
1.714286,76.80110582729237,1.714286,96.40178312178568,1.714286,119.7062639174862,1.714286,147.1961983676521,1.714286,178.8469659023969,1.714286,214.0560340091141,1.714286,251.661459392051,1.714286,290.0983924879627,1.714286,327.677924980053,1.714286,362.9002614993778,1.714286,394.6909393497837,1.714286,422.4927766449342,1.714286,446.2196429738724,1.714286,466.1285434096926
1.755102,77.12776874157007,1.755102,96.79115001075286,1.755102,120.18836988969,1.755102,147.8164369091374,1.755102,179.6634453357508,1.755102,215.1334289425053,1.755102,253.0609159308224,1.755102,291.8654824404498,1.755102,329.8326604700206,1.755102,365.4330399775372,1.755102,397.5656876599732,1.755102,425.6553501080897,1.755102,449.6078840315788,1.755102,469.6809397773759
1.795918,77.44855857168969,1.795918,97.17112759382719,1.795918,120.6555483323931,1.795918,148.4135700940626,1.795918,180.4455394039704,1.795918,216.1619389384807,1.795918,254.394183823746,1.795918,293.547236234135,1.795918,331.8823859672197,1.795918,367.8419652173191,1.795918,400.2996678471784,1.795918,428.6628444179725,1.795918,452.8295925097127,1.795918,473.0581030927763
1.836735,77.76393456526527,1.836735,97.54246030533587,1.836735,121.1089738807897,1.836735,148.9893905313513,1.836735,181.1958561747282,1.836735,217.1451770823411,1.836735,255.6660240561062,1.836735,295.1496322679618,1.836735,333.8342856681677,1.836735,370.1353466040717,1.836735,402.9021886016837,1.836735,431.5254211247382,1.836735,455.8956269679068,1.836735,476.2714592899123
1.877551,78.07432486066814,1.877551,97.90582162224855,1.877551,121.5497106460912,1.877551,149.5455214070878,1.877551,181.9167647114435,1.877551,218.0864364613467,1.877551,256.8807907584296,1.877551,296.6781557223105,1.877551,335.694969875258,1.877551,372.32084749034,1.877551,405.3818495479842,1.877551,434.2524779553739,1.877551,458.8160422581179,1.877551,479.3315884292595
1.918367,78.38010153429997,1.918367,98.26181938037962,1.918367,121.9787212041144,1.918367,150.0834349491357,1.918367,182.6104201872047,1.918367,218.9887224071257,1.918367,258.0424703674452,1.918367,298.1378438572387,1.918367,337.4705253976867,1.918367,374.4055397570232,1.918367,407.7465993292491,1.918367,436.8527101255614,1.918367,461.6001461425141,1.918367,482.2482848230645
1.959184,78.68160464670761,1.959184,98.61100336470254,1.959184,122.3968780221744,1.959184,150.604468876176,1.959184,183.278786340022,1.959184,219.8547814786456,1.959184,259.1547170553941,1.959184,299.5333272789282,1.959184,339.1665617768073,1.959184,376.395954150012,1.959184,410.0037894366038,1.959184,439.3341673202905,1.959184,464.2565593009325,1.959184,485.0306200631493
2,78.97914190884985,2,98.95387183206118,2,122.804973341074,2,151.1098407212149,2,183.9236551671297,2,220.687127070163,2,260.2208842689096,2,300.8688669452374,2,340.788253022693,2,378.2981259990256,2,412.1602233298088,2,441.7043058593145,2,466.7932703663223,2,487.6870008557549
