Vstar (L_var=3.5e-07) X,Vstar (L_var=3.5e-07) Y,Vstar (L_var=4e-07) X,Vstar (L_var=4e-07) Y,Vstar (L_var=4.5e-07) X,Vstar (L_var=4.5e-07) Y,Vstar (L_var=5e-07) X,Vstar (L_var=5e-07) Y,Vstar (L_var=5.5e-07) X,Vstar (L_var=5.5e-07) Y,Vstar (L_var=6e-07) X,Vstar (L_var=6e-07) Y,Vstar (L_var=6.5e-07) X,Vstar (L_var=6.5e-07) Y,Vstar (L_var=7e-07) X,Vstar (L_var=7e-07) Y,Vstar (L_var=7.5e-07) X,Vstar (L_var=7.5e-07) Y,Vstar (L_var=8e-07) X,Vstar (L_var=8e-07) Y,Vstar (L_var=8.5e-07) X,Vstar (L_var=8.5e-07) Y,Vstar (L_var=9e-07) X,Vstar (L_var=9e-07) Y,Vstar (L_var=9.5e-07) X,Vstar (L_var=9.5e-07) Y,Vstar (L_var=1e-06) X,Vstar (L_var=1e-06) Y
0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan
0.8163265,0.330583888927456,0.8163265,0.3245405297118101,0.8163265,0.3227367403749692,0.8163265,0.3228447005569148,0.8163265,0.3237578378376564,0.8163265,0.3249529119079522,0.8163265,0.326188624605828,0.8163265,0.3273600309334917,0.8163265,0.3284274745290355,0.8163265,0.3293818133543087,0.8163265,0.3302274692028885,0.8163265,0.3309742558063096,0.8163265,0.3316335248943332,0.8163265,0.3322164249799394
0.8571429,0.3788848970625821,0.8571429,0.3719863498327973,0.8571429,0.3695697687051199,0.8571429,0.369212984728346,0.8571429,0.3697569188713822,0.8571429,0.3706482233203978,0.8571429,0.3716274368654409,0.8571429,0.3725780100422368,0.8571429,0.3734524580089196,0.8571429,0.3742361060712066,0.8571429,0.3749293162305485,0.8571429,0.375538833584585,0.8571429,0.3760736352921932,0.8571429,0.3765429970428247
0.8979592,0.4280293271933053,0.8979592,0.4202287492996098,0.8979592,0.4171421112716796,0.8979592,0.4162634905191935,0.8979592,0.4163857991782277,0.8979592,0.4169268310710283,0.8979592,0.4176088093157355,0.8979592,0.4183029370204744,0.8979592,0.4189531612312994,0.8979592,0.4195385880300529,0.8979592,0.420054930561335,0.8979592,0.420505376349761,0.8979592,0.4208961273918128,0.8979592,0.4212342593165678
0.9387755,0.4778213654751796,0.9387755,0.4690670990644862,0.9387755,0.4652601825476252,0.9387755,0.4638139029771421,0.9387755,0.463474058312511,0.9387755,0.4636293771415913,0.9387755,0.4639831592289305,0.9387755,0.4643936860073636,0.9387755,0.4647957228806107,0.9387755,0.4651616382075246,0.9387755,0.4654820710296569,0.9387755,0.465756306119911,0.9387755,0.4659874903086444,0.9387755,0.4661802710600667
0.9795918,0.5281927046438208,0.9795918,0.5184314958057514,0.9795918,0.5138583874849965,0.9795918,0.5118049454704127,0.9795918,0.5109689093158801,0.9795918,0.5107090170876618,0.9795918,0.5107088358119157,0.9795918,0.5108130612196684,0.9795918,0.5109467474640479,0.9795918,0.5110751062412939,0.9795918,0.5111833703496825,0.9795918,0.5112666565283528,0.9795918,0.5113248424980283,0.9795918,0.5113599732118385
1.020408,0.5791362511767952,1.020408,0.5683151909276735,1.020408,0.562932639628964,1.020408,0.5602358840895568,1.020408,0.5588728970798255,1.020408,0.5581712224980835,1.020408,0.5577938269521604,1.020408,0.5575711835535321,1.020408,0.5574181585510419,1.020408,0.5572924430233051,1.020408,0.5571735801649006,1.020408,0.5570522940845679,1.020408,0.5569250125020341,1.020408,0.5567910300955434
1.061224,0.6306686962472913,1.061224,0.6187362426473232,1.061224,0.6125027967327714,1.061224,0.6091283799053769,1.061224,0.6072092956269374,1.061224,0.6060406409600148,1.061224,0.6052639274047752,1.061224,0.6046948009441419,1.061224,0.6042374975127111,1.061224,0.6038418537350639,1.061224,0.603481464579853,1.061224,0.60314245669426,1.061224,0.602817642550598,1.061224,0.6025034311666509
1.102041,0.6828119614227419,1.102041,0.6697184125756261,1.102041,0.6625940328567081,1.102041,0.6585087126131269,1.102041,0.6560052523386929,1.102041,0.65434510442408,1.102041,0.6531475140946353,1.102041,0.6522127287361746,1.102041,0.6514339360429885,1.102041,0.6507528024037291,1.102041,0.650136729342557,1.102041,0.6495670512904621,1.102041,0.6490328079131884,1.102041,0.6485273931340539
1.142857,0.7355853600037023,1.142857,0.7212830337540139,1.142857,0.713228958710354,1.142857,0.7084003514903335,1.142857,0.7052848430993713,1.142857,0.7031091358632937,1.142857,0.70146945101285,1.142857,0.7001500979888889,1.142857,0.6990328184345664,1.142857,0.6980508058894481,1.142857,0.6971650322313604,1.142857,0.6963518513586188,1.142857,0.6955963773391786,1.142857,0.6948888632069334
1.183673,0.7890031756405784,1.183673,0.7734464468074128,1.183673,0.7644251741689098,1.183673,0.758821717684976,1.183673,0.7550670590253862,1.183673,0.7523521439524092,1.183673,0.750249466083296,1.183673,0.7485268884541542,1.183673,0.7470543274236262,1.183673,0.7457562129054164,1.183673,0.7445868589187086,1.183673,0.7435174561961788,1.183673,0.7425290446413852,1.183673,0.741608613854349
1.22449,0.8430746500684793,1.22449,0.8262199250638363,1.22449,0.8161952360540758,1.22449,0.8097862325391832,1.22449,0.8053659408566162,1.22449,0.802088636503934,1.22449,0.7995024331115645,1.22449,0.7973582685956995,1.22449,0.7955138731196058,1.22449,0.793884634204878,1.22449,0.7924179881439364,1.22449,0.7910797859618073,1.22449,0.7898468494547271,1.22449,0.7887027858595455
1.265306,0.8978048413201358,1.265306,0.8796105083164534,1.265306,0.8685474983938494,1.265306,0.8613031756845998,1.265306,0.856191456487188,1.265306,0.8523291154076592,1.265306,0.8492392812316534,1.265306,0.8466555167923537,1.265306,0.8444230236574131,1.265306,0.8424478808361385,1.265306,0.8406704361200138,1.265306,0.8390510310977007,1.265306,0.8375621307818013,1.265306,0.8361838452834769
1.306122,0.9531956351991496,1.306122,0.9336220076899907,1.306122,0.9214871096197427,1.306122,0.9133786744702254,1.306122,0.9075504825908153,1.306122,0.9030810506062481,1.306122,0.8994679615878259,1.306122,0.8964269812161062,1.306122,0.8937904588190188,1.306122,0.8914549120576899,1.306122,0.8893533992632947,1.306122,0.8874405903513509,1.306122,0.8856844607355724,1.306122,0.8840615133096601
1.346939,1.009246638801892,1.346939,0.9882558984140708,1.346939,0.9750168926862459,1.346939,0.9660165676040893,1.346939,0.9594476514290323,1.346939,0.9543497111530765,1.346939,0.9501942642229059,1.346939,0.9466788841985485,1.346939,0.9436227634100843,1.346939,0.9409126190786034,1.346939,0.9384740294646691,1.346939,0.9362558385723325,1.346939,0.9342214057066852,1.346939,0.9323435214996624
1.387755,1.065955873889466,1.387755,1.043512014769504,1.387755,1.029138027975184,1.387755,1.0192190715491,1.387755,1.011886000318227,1.387755,1.006138798953111,1.387755,1.001422437809043,1.387755,0.9974159297004028,1.387755,0.9939250240633135,1.387755,0.9908264125822338,1.387755,0.988038013512933,1.387755,0.9855026990295425,1.387755,0.9831790924109753,1.387755,0.981036172275665
1.428571,1.123320281164975,1.428571,1.099389056044748,1.428571,1.08385054917759,1.428571,1.072987262502024,1.428571,1.064867439401054,1.428571,1.058450903407818,1.428571,1.053155632662705,1.428571,1.048641736199059,1.428571,1.044701253354089,1.428571,1.041200639238651,1.428571,1.038049982991535,1.428571,1.035186047520333,1.428571,1.032562606904579,1.428571,1.030144733423948
1.469388,1.181336071881114,1.469388,1.155884939432463,1.469388,1.139153688437803,1.469388,1.127321410869408,1.469388,1.118393075262057,1.469388,1.111287815034798,1.469388,1.105396205537589,1.469388,1.100359133816527,1.469388,1.095954680304708,1.469388,1.092038866478383,1.469388,1.0885137940738,1.469388,1.085309987815963,1.469388,1.08237626620505,1.469388,1.079673706332007
1.510204,1.239999242803093,1.510204,1.212997306463379,1.510204,1.195046365932074,1.510204,1.182221451656487,1.510204,1.172463662422068,1.510204,1.16465095937145,1.510204,1.158146137521397,1.510204,1.152570567768666,1.510204,1.14768814080848,1.510204,1.14334426114823,1.510204,1.139432895506864,1.510204,1.13587820992693,1.510204,1.132623967668011,1.510204,1.129627167201678
1.55102,1.299304354187495,1.55102,1.270722348357605,1.55102,1.251526066999029,1.55102,1.237685913197968,1.55102,1.227078581591843,1.55102,1.218540421938693,1.55102,1.211406102696877,1.55102,1.205277207760077,1.55102,1.199903224955519,1.55102,1.195118772168023,1.55102,1.190809544211429,1.55102,1.186893236462278,1.55102,1.183308464112877,1.55102,1.180008069121844
1.591837,1.35924739884283,1.591837,1.329057581583426,1.591837,1.308591503147845,1.591837,1.293714460129534,1.591837,1.282238268621704,1.591837,1.272957270056646,1.591837,1.265177690491266,1.591837,1.258481078401408,1.591837,1.252602322552035,1.591837,1.247365097570658,1.591837,1.242646699641607,1.591837,1.238358249530199,1.591837,1.234433127963818,1.591837,1.230819947686579
1.632653,1.419823108623805,1.632653,1.387999248345679,1.632653,1.366240122343173,1.632653,1.350305515312151,1.632653,1.337941943992262,1.632653,1.327901383553082,1.632653,1.319461330634608,1.632653,1.312183071567994,1.632653,1.305786716453764,1.632653,1.30008485291165,1.632653,1.294946261908777,1.632653,1.290275393721137,1.632653,1.286000314698898,1.632653,1.282065340931057
1.673469,1.481026383296302,1.673469,1.447543698675192,1.673469,1.424469433881609,1.673469,1.407457525776551,1.673469,1.394188821828311,1.673469,1.383372610273491,1.673469,1.374257398980874,1.673469,1.366384006282075,1.673469,1.359457600012544,1.673469,1.35327954947885,1.673469,1.347710013646235,1.673469,1.342646684232278,1.673469,1.338012239580431,1.673469,1.333746636783695
1.714286,1.542852046098364,1.714286,1.507687155538154,1.714286,1.483276783797753,1.714286,1.4651687483332,1.714286,1.450977905273275,1.714286,1.439370570648316,1.714286,1.429566030663405,1.714286,1.421084449865762,1.714286,1.413615905670593,1.714286,1.406950429813884,1.714286,1.400939461986838,1.714286,1.395473854871816,1.714286,1.390470831294401,1.714286,1.385865931983984
1.755102,1.605294866093239,1.755102,1.568425737395982,1.755102,1.542659376854537,1.755102,1.523437270722505,1.755102,1.50830800675424,1.755102,1.49589467711787,1.755102,1.485387138754637,1.755102,1.476284735915063,1.755102,1.468262322323264,1.755102,1.461098484529997,1.755102,1.454635854893855,1.755102,1.448758373953024,1.755102,1.443377747451272,1.755102,1.4384250472277
1.795918,1.668349574334259,1.795918,1.629755474636484,1.795918,1.602614292630735,1.795918,1.582261027128442,1.795918,1.566177762864386,1.795918,1.552944148398846,1.795918,1.541720427959262,1.795918,1.531984977469714,1.795918,1.523397308014916,1.795918,1.515724464579538,1.795918,1.508800193041071,1.795918,1.502501455823327,1.795918,1.496734385796132,1.795918,1.491425538086533
1.836735,1.732010875950781,1.836735,1.691672321991518,1.836735,1.663138497764377,1.836735,1.641637810039203,1.836735,1.624585645771588,1.836735,1.610518020433823,1.836735,1.59856540512375,1.836735,1.588185077111912,1.836735,1.57902109965858,1.836735,1.570828890625698,1.836735,1.563433238865747,1.836735,1.55670406962525,1.836735,1.550541892701899,1.836735,1.544868703255417
1.877551,1.796273459852089,1.877551,1.75417216863942,1.877551,1.72422885599437,1.877551,1.701565280023044,1.877551,1.683529972646698,1.877551,1.668615155448389,1.877551,1.655921387926035,1.877551,1.644884735304429,1.877551,1.635133721043556,1.877551,1.626412060742179,1.877551,1.618535523982757,1.877551,1.611366946446412,1.877551,1.604801170075204,1.877551,1.598755591232816
1.918367,1.861132006129735,1.918367,1.817250846071669,1.918367,1.785882136091466,1.918367,1.762040973529298,1.918367,1.743008913243961,1.918367,1.727234249272615,1.918367,1.713787511926365,1.918367,1.702083457173092,1.918367,1.691734989358778,1.918367,1.682474056690204,1.918367,1.674107355229487,1.918367,1.666490585146908,1.918367,1.659512880980567,1.918367,1.6530870057554
1.959184,1.926581192655333,1.959184,1.880904135213883,1.959184,1.848095019100778,1.959184,1.823062310048436,1.959184,1.803020496877097,1.959184,1.786373838085315,1.959184,1.772162737060611,1.959184,1.759780558745612,1.959184,1.74882452118229,1.959184,1.739014749668297,1.959184,1.730148820187966,1.959184,1.722075257666804,1.959184,1.714677454746462,1.959184,1.707863510715656
2,1.992615700539115,2,1.945127772465091,2,1.910864104581635,2,1.884626598348669,2,1.863562618543432,2,1.846032304368228,2,1.83104585339627,2,1.817975172498045,2,1.806401737816589,2,1.796033805440823,2,1.786659792114098,2,1.778121013765383,2,1.770295091524748,2,1.763085434551842
