gm_id (L_var=3.5e-07) X,gm_id (L_var=3.5e-07) Y,gm_id (L_var=4e-07) X,gm_id (L_var=4e-07) Y,gm_id (L_var=4.5e-07) X,gm_id (L_var=4.5e-07) Y,gm_id (L_var=5e-07) X,gm_id (L_var=5e-07) Y,gm_id (L_var=5.5e-07) X,gm_id (L_var=5.5e-07) Y,gm_id (L_var=6e-07) X,gm_id (L_var=6e-07) Y,gm_id (L_var=6.5e-07) X,gm_id (L_var=6.5e-07) Y,gm_id (L_var=7e-07) X,gm_id (L_var=7e-07) Y,gm_id (L_var=7.5e-07) X,gm_id (L_var=7.5e-07) Y,gm_id (L_var=8e-07) X,gm_id (L_var=8e-07) Y,gm_id (L_var=8.5e-07) X,gm_id (L_var=8.5e-07) Y,gm_id (L_var=9e-07) X,gm_id (L_var=9e-07) Y,gm_id (L_var=9.5e-07) X,gm_id (L_var=9.5e-07) Y,gm_id (L_var=1e-06) X,gm_id (L_var=1e-06) Y
0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan
0.8163265,6.049901604366703,0.8163265,6.162558500092384,0.8163265,6.197001301049007,0.8163265,6.194929006268191,0.8163265,6.177456624240463,0.8163265,6.154737891890411,0.8163265,6.131421665659968,0.8163265,6.109481338625397,0.8163265,6.089624514112277,0.8163265,6.071980658654776,0.8163265,6.056431358746899,0.8163265,6.042766060845609,0.8163265,6.030753376448446,0.8163265,6.020171940989277
0.8571429,5.278647989153421,0.8571429,5.376541372819116,0.8571429,5.411698059090439,0.8571429,5.416927580354548,0.8571429,5.408958961754244,0.8571429,5.395951940854574,0.8571429,5.381733966871131,0.8571429,5.368003333780415,0.8571429,5.355434024087296,0.8571429,5.344219778781731,0.8571429,5.334338803131031,0.8571429,5.325680918028222,0.8571429,5.318107445756161,0.8571429,5.311478412045829
0.8979592,4.672577024370029,0.8979592,4.759312644204795,0.8979592,4.794529120790263,0.8979592,4.804649087782013,0.8979592,4.803237775993244,0.8979592,4.797004776263192,0.8979592,4.789171002587469,0.8979592,4.781223900185303,0.8979592,4.773803339070216,0.8979592,4.767141943703003,0.8979592,4.761282047867706,0.8979592,4.756181757677393,0.8979592,4.751766219360335,0.8979592,4.747951895567334
0.9387755,4.185664653172337,0.9387755,4.263782311717933,0.9387755,4.298670023831827,0.9387755,4.312074276261108,0.9387755,4.315236126228755,0.9387755,4.313790494318061,0.9387755,4.310501276218076,0.9387755,4.306690767471562,0.9387755,4.302965585838078,0.9387755,4.299580695662894,0.9387755,4.296620910824673,0.9387755,4.294091080937702,0.9387755,4.291960710523173,0.9387755,4.290185844742243
0.9795918,3.786496826662291,0.9795918,3.857790308228824,0.9795918,3.892122905278832,0.9795918,3.907738715110989,0.9795918,3.914132471734407,0.9795918,3.916124315574216,0.9795918,3.916125705599818,0.9795918,3.915326666128308,0.9795918,3.914302243680937,0.9795918,3.913319149330157,0.9795918,3.912490343009144,0.9795918,3.911852991901669,0.9795918,3.911407844432499,0.9795918,3.911139128543935
1.020408,3.453418769652277,1.020408,3.519173923074898,1.020408,3.552822947552349,1.020408,3.569924842015812,1.020408,3.578631224470229,1.020408,3.583129905997379,1.020408,3.5855542018602,1.020408,3.586985947253462,1.020408,3.587970663171108,1.020408,3.588780047240589,1.020408,3.589545648248579,1.020408,3.590327194122234,1.020408,3.59114774000691,1.020408,3.59201188937402
1.061224,3.171237151773553,1.061224,3.232395101736413,1.061224,3.265291212821317,1.061224,3.283380098478885,1.061224,3.293757217492892,1.061224,3.300108713554007,1.061224,3.304343625062069,1.061224,3.307453606145273,1.061224,3.309956777314912,1.061224,3.312125497146313,1.061224,3.314103443744392,1.061224,3.315966199696374,1.061224,3.317752930285427,1.061224,3.319483170622484
1.102041,2.929064095234503,1.102041,2.986329720737901,1.102041,3.018439498130098,1.102041,3.037165585954817,1.102041,3.048756077592208,1.102041,3.056491118337768,1.102041,3.062095402402799,1.102041,3.066484157516368,1.102041,3.070150155438047,1.102041,3.073363637640078,1.102041,3.076275973551712,1.102041,3.078973904274702,1.102041,3.081508323794181,1.102041,3.083909825820711
1.142857,2.71892306283792,1.142857,2.772836606998411,1.142857,2.804148619563007,1.142857,2.823262291996888,1.142857,2.835733703294981,1.142857,2.844508623180317,1.142857,2.851157662122285,1.142857,2.856530343628887,1.142857,2.861095999010255,1.142857,2.865120967021338,1.142857,2.868761207943491,1.142857,2.872111269752347,1.142857,2.875230615275018,1.142857,2.878158085265518
1.183673,2.534844043404811,1.183673,2.585828674054272,1.183673,2.616345023140321,1.183673,2.635665207503059,1.183673,2.648771358906227,1.183673,2.658329634701635,1.183673,2.665779971082247,1.183673,2.671914704534353,1.183673,2.677181466704597,1.183673,2.681841552761771,1.183673,2.686053314054463,1.183673,2.689916670190855,1.183673,2.693497331092184,1.183673,2.696840304490851
1.22449,2.372269169565885,1.22449,2.420662997016773,1.22449,2.450394111179905,1.22449,2.469787605216202,1.22449,2.483343159350305,1.22449,2.493490007185996,1.22449,2.501555864209503,1.22449,2.508282761677988,1.22449,2.514098204418491,1.22449,2.519257728174972,1.22449,2.523920493885502,1.22449,2.528189994854146,1.22449,2.532136453263953,1.22449,2.535809478370685
1.265306,2.227655619521044,1.265306,2.273733636752404,1.265306,2.302695020938377,1.265306,2.322062725950495,1.265306,2.335926135266135,1.265306,2.346511416594543,1.265306,2.355048858667249,1.265306,2.362235833030672,1.265306,2.368481133232827,1.265306,2.374034104062293,1.265306,2.379053567329779,1.265306,2.383645244298754,1.265306,2.387882554017993,1.265306,2.391818511301154
1.306122,2.098205159722687,1.306122,2.142194575027735,1.306122,2.170404750236075,1.306122,2.189672318723702,1.306122,2.203734159548383,1.306122,2.214640644554969,1.306122,2.223536674357373,1.306122,2.23107965501749,1.306122,2.23766094196467,1.306122,2.24352345020291,1.306122,2.248824822232333,1.306122,2.253671988575788,1.306122,2.2581405553158,1.306122,2.262286017307328
1.346939,1.981676156359819,1.346939,2.023767329099226,1.346939,2.051246511729502,1.346939,2.070357866594765,1.346939,2.084532696516725,1.346939,2.095667842329553,1.346939,2.10483274347657,1.346939,2.112648790823285,1.346939,2.119491048279035,1.346939,2.125595894290925,1.346939,2.131119175605588,1.346939,2.136168254020971,1.346939,2.14082013940487,1.346939,2.145132082628757
1.387755,1.876250273571258,1.387755,1.916604669321196,1.387755,1.94337391645606,1.387755,1.962286672050026,1.387755,1.976507234383145,1.387755,1.987797311942451,1.387755,1.99715916529261,1.387755,2.00518153003707,1.387755,2.012224213677308,1.387755,2.018517042544028,1.387755,2.024213615920579,1.387755,2.029421128901491,1.387755,2.034217382608851,1.387755,2.038660812435377
1.428571,1.780436117405302,1.428571,1.8191922040732,1.428571,1.845272857514876,1.428571,1.863955025278062,1.428571,1.878168047963717,1.428571,1.889553869301585,1.428571,1.899054553735213,1.428571,1.907229066858683,1.428571,1.914422897052009,1.428571,1.920859366224019,1.428571,1.926689497394183,1.428571,1.932019857484329,1.428571,1.936928556802584,1.428571,1.941474760883834
1.469388,1.692998332655057,1.469388,1.730276026420065,1.469388,1.755689351050368,1.469388,1.774116929490028,1.469388,1.788280028049501,1.469388,1.799713785161383,1.469388,1.809306011709473,1.469388,1.817588402309276,1.469388,1.824892977731471,1.469388,1.83143664698457,1.469388,1.837367620776703,1.469388,1.842791481192138,1.469388,1.847786266611569,1.469388,1.852411509394474
1.510204,1.61290421071458,1.510204,1.648808277927021,1.510204,1.673575232740116,1.510204,1.691730425968562,1.510204,1.705809795306076,1.510204,1.717252696103371,1.510204,1.726897785352282,1.510204,1.735251667819287,1.510204,1.742633672759846,1.510204,1.749254417905114,1.510204,1.75525913626561,1.510204,1.760752149764945,1.510204,1.765811122748755,1.510204,1.770495662701188
1.55102,1.539285228710464,1.55102,1.573907945024323,1.55102,1.598049016106951,1.55102,1.615918852006922,1.55102,1.629887466054109,1.55102,1.641307882768475,1.55102,1.650974017340285,1.55102,1.659369302865072,1.55102,1.666801087291136,1.55102,1.67347383923346,1.55102,1.679529702900078,1.55102,1.685071528388951,1.55102,1.690176366227038,1.55102,1.694903664081204
1.591837,1.471402484715191,1.591837,1.504825695826677,1.591837,1.528360833146904,1.591837,1.545936187340558,1.591837,1.559772507920722,1.591837,1.571144646442846,1.591837,1.58080561729112,1.591837,1.589217378254515,1.591837,1.596675947339158,1.591837,1.603379799463011,1.591837,1.609467920831257,1.591837,1.615041528377389,1.591837,1.620176868793998,1.591837,1.624933040579294
1.632653,1.408626178748805,1.632653,1.440922970515833,1.632653,1.46387151664811,1.632653,1.481146286762858,1.632653,1.494833171932882,1.632653,1.506135941095697,1.632653,1.515770074927531,1.632653,1.524177565871276,1.632653,1.531643701684736,1.632653,1.538361127368595,1.632653,1.544465634467302,1.632653,1.550056685365461,1.632653,1.555209572766145,1.632653,1.55998289334268
1.673469,1.350414835655138,1.673469,1.381650862651278,1.673469,1.404031530918918,1.673469,1.421002029099613,1.673469,1.434525918359639,1.673469,1.445742083620263,1.673469,1.455331440444247,1.673469,1.463717367010166,1.673469,1.471174974476251,1.673469,1.477891246320986,1.673469,1.483998768094771,1.673469,1.489595158195765,1.673469,1.494754637391922,1.673469,1.499535177702837
1.714286,1.296300578566618,1.714286,1.326535145340626,1.714286,1.348366010879803,1.714286,1.365030480124036,1.714286,1.378380740831008,1.714286,1.389496242860633,1.714286,1.399025968091784,1.714286,1.407375895351555,1.714286,1.414811471756352,1.714286,1.421514189568545,1.714286,1.427613436745913,1.714286,1.433204923917198,1.714286,1.438361708126005,1.714286,1.443141038279822
1.755102,1.24587702997353,1.755102,1.27516397640895,1.755102,1.296462479019818,1.755102,1.31282071040016,1.755102,1.325989115647435,1.755102,1.336992524001346,1.755102,1.34645032787669,1.755102,1.354752204194753,1.755102,1.362154411777968,1.755102,1.36883312191194,1.755102,1.37491454873147,1.755102,1.380492451990376,1.755102,1.385638654559845,1.755102,1.390409603791753
1.795918,1.198789528746146,1.795918,1.227177960820226,1.795918,1.247960915609299,1.795918,1.264013943154303,1.795918,1.276994251496839,1.795918,1.287876323216188,1.795918,1.297252059277278,1.795918,1.305495830189718,1.795918,1.312855149131206,1.795918,1.319501035140183,1.795918,1.325556564231934,1.795918,1.331113518891107,1.795918,1.336242434850038,1.795918,1.340998895973015
1.836735,1.154727160071733,1.836735,1.182262057492023,1.836735,1.202545670543036,1.836735,1.218295526436638,1.836735,1.231083141233906,1.836735,1.241836461700232,1.836735,1.251121783062216,1.836735,1.259299075921911,1.836735,1.266607520591362,1.836735,1.2732131500353,1.836735,1.27923594706927,1.836735,1.284765704043843,1.836735,1.289871630952774,1.836735,1.294608399914834
1.877551,1.113416216796237,1.877551,1.140138941750085,1.877551,1.159938828912935,1.877551,1.17538834594281,1.877551,1.187980037477905,1.877551,1.198598726296815,1.877551,1.207786803517833,1.877551,1.215890668247856,1.877551,1.223141553660568,1.877551,1.229700669513814,1.877551,1.235684957398135,1.877551,1.241182217626253,1.877551,1.246260307690501,1.877551,1.250972951067386
1.918367,1.07461480078409,1.918367,1.100563526671828,1.918367,1.119894734138025,1.918367,1.135047385415834,1.918367,1.147441062867399,1.918367,1.157920531533145,1.918367,1.167005819614078,1.918367,1.175030514262622,1.918367,1.182218262659487,1.918367,1.188725610387384,1.918367,1.194666515114761,1.918367,1.200126792089673,1.918367,1.205172929310586,1.918367,1.209857674179753
1.959184,1.038108338036601,1.959184,1.063318412967694,1.959184,1.082195438724322,1.959184,1.097055207041642,1.959184,1.109249730363065,1.959184,1.119586481485676,1.959184,1.128564526369226,1.959184,1.136505338725653,1.959184,1.143625318478439,1.959184,1.150076501870662,1.959184,1.155969923895169,1.959184,1.161389428885791,1.959184,1.166400126428283,1.959184,1.171053768320121
2,1.003705832217867,2,1.028210088978046,2,1.046646904510188,2,1.061218175394756,2,1.07321319933065,2,1.083404659424129,2,1.092271936440231,2,1.100125034849535,2,1.107173425562253,2,1.113564785886152,2,1.11940729221508,2,1.124782837904132,2,1.129755151881152,2,1.134374977414738
