2.27,1.99E-04
2.28,2.01E-04
2.29,2.03E-04
2.3,2.05E-04
2.31,2.07E-04
2.32,2.09E-04
2.33,2.10E-04
2.34,2.12E-04
2.35,2.14E-04
2.36,2.16E-04
2.37,2.18E-04
2.38,2.20E-04
2.39,2.22E-04
2.4,2.24E-04
2.41,2.26E-04
2.42,2.28E-04
2.43,2.30E-04
2.44,2.32E-04
2.45,2.34E-04
2.46,2.36E-04
2.47,2.38E-04
2.48,2.40E-04
2.49,2.42E-04
2.5,2.44E-04
2.51,2.46E-04
2.52,2.48E-04
2.53,2.50E-04
2.54,2.53E-04
2.55,2.55E-04
2.56,2.57E-04
2.57,2.59E-04
2.58,2.61E-04
2.59,2.63E-04
2.6,2.65E-04
2.61,2.67E-04
2.62,2.69E-04
2.63,2.71E-04
2.64,2.74E-04
2.65,2.76E-04
2.66,2.78E-04
2.67,2.80E-04
2.68,2.82E-04
2.69,2.84E-04
2.7,2.87E-04
2.71,2.89E-04
2.72,2.91E-04
2.73,2.93E-04
2.74,2.95E-04
2.75,2.98E-04
2.76,3.00E-04
2.77,3.02E-04
2.78,3.04E-04
2.79,3.07E-04
2.8,3.09E-04
2.81,3.11E-04
2.82,3.13E-04
2.83,3.16E-04
2.84,3.18E-04
2.85,3.20E-04
2.86,3.23E-04
2.87,3.25E-04
2.88,3.27E-04
2.89,3.29E-04
2.9,3.32E-04
2.91,3.34E-04
2.92,3.36E-04
2.93,3.39E-04
2.94,3.41E-04
2.95,3.44E-04
2.96,3.46E-04
2.97,3.48E-04
2.98,3.51E-04
2.99,3.53E-04
3,3.55E-04
3.01,3.58E-04
3.02,3.60E-04
3.03,3.63E-04
3.04,3.65E-04
3.05,3.68E-04
3.06,3.70E-04
3.07,3.72E-04
3.08,3.75E-04
3.09,3.77E-04
3.1,3.80E-04
3.11,3.82E-04
3.12,3.85E-04
3.13,3.87E-04
3.14,3.90E-04
3.15,3.92E-04
3.16,3.95E-04
3.17,3.97E-04
3.18,4.00E-04
3.19,4.03E-04
3.2,4.05E-04
3.21,4.08E-04
3.22,4.10E-04
3.23,4.13E-04
3.24,4.15E-04
3.25,4.18E-04
3.26,4.21E-04
3.27,4.23E-04
3.28,4.26E-04
3.29,4.28E-04
3.3,4.31E-04
