fT (L_var=3.5e-07) X,fT (L_var=3.5e-07) Y,fT (L_var=4.5e-07) X,fT (L_var=4.5e-07) Y,fT (L_var=5.5e-07) X,fT (L_var=5.5e-07) Y,fT (L_var=6.5e-07) X,fT (L_var=6.5e-07) Y,fT (L_var=7.5e-07) X,fT (L_var=7.5e-07) Y,fT (L_var=8.5e-07) X,fT (L_var=8.5e-07) Y,fT (L_var=9.5e-07) X,fT (L_var=9.5e-07) Y,fT (L_var=1.05e-06) X,fT (L_var=1.05e-06) Y,fT (L_var=1.15e-06) X,fT (L_var=1.15e-06) Y,fT (L_var=1.25e-06) X,fT (L_var=1.25e-06) Y,fT (L_var=1.35e-06) X,fT (L_var=1.35e-06) Y,fT (L_var=1.45e-06) X,fT (L_var=1.45e-06) Y,fT (L_var=1.55e-06) X,fT (L_var=1.55e-06) Y,fT (L_var=1.65e-06) X,fT (L_var=1.65e-06) Y,fT (L_var=1.75e-06) X,fT (L_var=1.75e-06) Y,fT (L_var=1.85e-06) X,fT (L_var=1.85e-06) Y,fT (L_var=1.95e-06) X,fT (L_var=1.95e-06) Y,fT (L_var=2.05e-06) X,fT (L_var=2.05e-06) Y,fT (L_var=2.15e-06) X,fT (L_var=2.15e-06) Y,fT (L_var=2.25e-06) X,fT (L_var=2.25e-06) Y,fT (L_var=2.35e-06) X,fT (L_var=2.35e-06) Y,fT (L_var=2.45e-06) X,fT (L_var=2.45e-06) Y,fT (L_var=2.55e-06) X,fT (L_var=2.55e-06) Y,fT (L_var=2.65e-06) X,fT (L_var=2.65e-06) Y,fT (L_var=2.75e-06) X,fT (L_var=2.75e-06) Y,fT (L_var=2.85e-06) X,fT (L_var=2.85e-06) Y,fT (L_var=2.95e-06) X,fT (L_var=2.95e-06) Y,fT (L_var=3.05e-06) X,fT (L_var=3.05e-06) Y,fT (L_var=3.15e-06) X,fT (L_var=3.15e-06) Y,fT (L_var=3.25e-06) X,fT (L_var=3.25e-06) Y,fT (L_var=3.35e-06) X,fT (L_var=3.35e-06) Y,fT (L_var=3.45e-06) X,fT (L_var=3.45e-06) Y,fT (L_var=3.55e-06) X,fT (L_var=3.55e-06) Y
0.8163265,10941158046.3129,0.8163265,6828977576.103899,0.8163265,4773530867.987262,0.8163265,3550750501.65257,0.8163265,2750566031.188228,0.8163265,2194840495.47012,0.8163265,1792329659.003917,0.8163265,1491241884.189602,0.8163265,1260097033.539206,0.8163265,1078783243.342562,0.8163265,933941051.4853164,0.8163265,816408318.0921285,0.8163265,719729751.5044332,0.8163265,639250430.8406556,0.8163265,571545062.8954614,0.8163265,514047818.3273191,0.8163265,464805978.955194,0.8163265,422312208.1130231,0.8163265,385388012.3795884,0.8163265,353101284.4241239,0.8163265,324706993.8284556,0.8163265,299603886.6880967,0.8163265,277302439.8884771,0.8163265,257400847.2730218,0.8163265,239566817.1091314,0.8163265,223523627.7434653,0.8163265,209039340.1167243,0.8163265,195918376.1571743,0.8163265,183994888.2141615,0.8163265,173127497.1545401,0.8163265,163195085.5711795,0.8163265,154093411.0970054,0.8163265,145732362.09705
0.8571429,12227135522.16505,0.8571429,7663258319.703397,0.8571429,5355302617.175766,0.8571429,3979547310.132759,0.8571429,3079886055.739958,0.8571429,2455810425.674791,0.8571429,2004287614.131455,0.8571429,1666844119.306433,0.8571429,1407979426.780493,0.8571429,1205042667.000564,0.8571429,1043005818.028324,0.8571429,911573103.1077923,0.8571429,803496928.7217714,0.8571429,713554974.9122021,0.8571429,637906896.5072324,0.8571429,573677536.5964267,0.8571429,518679799.601624,0.8571429,471226120.8562735,0.8571429,429997568.6598377,0.8571429,393951284.5589798,0.8571429,362253944.2753875,0.8571429,334233202.5608117,0.8571429,309341774.0859895,0.8571429,287130527.4177215,0.8571429,267228097.2307774,0.8571429,249325270.7481592,0.8571429,233162912.3015378,0.8571429,218522538.6155016,0.8571429,205218900.1597183,0.8571429,193094095.060253,0.8571429,182012864.1753742,0.8571429,171858804.0431007,0.8571429,162531298.6348207
0.8979592,13422635217.2568,0.8979592,8446473006.553335,0.8979592,5905953605.984058,0.8979592,4387959912.321203,0.8979592,3395067094.567295,0.8979592,2706524973.018736,0.8979592,2208539253.079346,0.8979592,1836487685.968747,0.8979592,1551144798.829284,0.8979592,1327493713.255217,0.8979592,1148943956.38821,0.8979592,1004133792.018782,0.8979592,885067954.2980207,0.8979592,785987013.9521093,0.8979592,702656653.0913378,0.8979592,631907383.4863834,0.8979592,571328611.107541,0.8979592,519060573.9787539,0.8979592,473649923.6544398,0.8979592,433947629.7520441,0.8979592,399035601.3325375,0.8979592,368173150.569329,0.8979592,340757395.0399845,0.8979592,316293600.246987,0.8979592,294372709.6228462,0.8979592,274654138.1415806,0.8979592,256852466.1954683,0.8979592,240727055.1637456,0.8979592,226073873.886399,0.8979592,212719014.028936,0.8979592,200513506.9926136,0.8979592,189329152.1704997,0.8979592,179055137.1607832
0.9387755,14544219334.98027,0.9387755,9187848544.971611,0.9387755,6430929558.443962,0.9387755,4779446415.590965,0.9387755,3698447309.84586,0.9387755,2948646899.033011,0.9387755,2406315711.581521,0.9387755,2001114333.374067,0.9387755,1690333039.53281,0.9387755,1446730742.651343,0.9387755,1252241949.62356,0.9387755,1094494982.09824,0.9387755,964783986.3905009,0.9387755,856837677.3817691,0.9387755,766045389.655966,0.9387755,688955873.88599,0.9387755,622944176.2264346,0.9387755,565985095.9670104,0.9387755,516495943.7523916,0.9387755,473225382.6512071,0.9387755,435173536.0020802,0.9387755,401533698.8524685,0.9387755,371649224.9912776,0.9387755,344981236.2247223,0.9387755,321084156.8622277,0.9387755,299586978.8465648,0.9387755,280178773.2509317,0.9387755,262597382.7723726,0.9387755,246620521.3906254,0.9387755,232058712.8755707,0.9387755,218749646.4368149,0.9387755,206553633.5687682,0.9387755,195349927.2345667
0.9795918,15602088282.1531,0.9795918,9892944047.996746,0.9795918,6933390726.538521,0.9795918,5155937302.837172,0.9795918,3991285118.612481,0.9795918,3183041287.968624,0.9795918,2598237708.822086,0.9795918,2161185228.407762,0.9795918,1825896759.877178,0.9795918,1563029921.477964,0.9795918,1353120543.510776,0.9795918,1182836229.219711,0.9795918,1042793302.829339,0.9795918,926231042.5365741,0.9795918,828178148.0625724,0.9795918,744912856.7237591,0.9795918,673604058.9830781,0.9795918,612067200.7132096,0.9795918,558594833.9468911,0.9795918,511836813.0768658,0.9795918,470714179.0787646,0.9795918,434356322.9371446,0.9795918,402054503.5101626,0.9795918,373227029.5568985,0.9795918,347392876.6144209,0.9795918,324151481.6023516,0.9795918,303167115.5321966,0.9795918,284156686.0519767,0.9795918,266880135.705382,0.9795918,251132823.255509,0.9795918,236739433.4303025,0.9795918,223549074.4373618,0.9795918,211431305.6920784
1.020408,16602336463.28161,1.020408,10564933659.01429,1.020408,7415058621.78537,1.020408,5518432904.203859,1.020408,4274199253.335507,1.020408,3410110838.427091,1.020408,2784578262.978663,1.020408,2316891671.02236,1.020408,1957973656.78565,1.020408,1676492590.464432,1.020408,1451655715.744685,1.020408,1269215387.370302,1.020408,1119140536.681574,1.020408,994201923.638974,1.020408,889082335.1504415,1.020408,799800073.0974349,1.020408,723325613.7141707,1.020408,657320809.0751423,1.020408,599957801.6798292,1.020408,549790965.535848,1.020408,505664837.5789846,1.020408,466646924.4286461,1.020408,431977988.3436185,1.020408,401034801.8433996,1.020408,373301920.5374521,1.020408,348350062.0453105,1.020408,325819381.252306,1.020408,305406414.3767938,1.020408,286853800.0187955,1.020408,269942122.0565167,1.020408,254483388.1518654,1.020408,240315779.4886648,1.020408,227299396.214207
1.061224,17548841172.8842,1.061224,11205712888.90589,1.061224,7876905233.564594,1.061224,5867463016.028867,1.061224,4547493044.122561,1.061224,3630035152.732959,1.061224,2965445671.757878,1.061224,2468299088.681943,1.061224,2086602517.075194,1.061224,1787140556.849288,1.061224,1547858247.920476,1.061224,1353635988.669701,1.061224,1193824423.212467,1.061224,1060745883.668025,1.061224,948751435.0728027,1.061224,853609673.7632632,1.061224,772100170.884696,1.061224,701736786.7528998,1.061224,640575495.0547796,1.061224,587078442.317444,1.061224,540016186.7975149,1.061224,498396332.9407419,1.061224,461410718.0127509,1.061224,428395835.9753364,1.061224,398802837.6357293,1.061224,372174547.193938,1.061224,348127680.3012673,1.061224,326338960.3548123,1.061224,306534185.9747032,1.061224,288479553.832202,1.061224,271974720.2900808,1.061224,256847214.7059707,1.061224,242947911.6005428
1.102041,18444422359.21764,1.102041,11816585854.40428,1.102041,8319571458.326795,1.102041,6203359189.730597,1.102041,4811342697.470583,1.102041,3842907467.872254,1.102041,3140886744.497545,1.102041,2615427437.838012,1.102041,2211787438.909956,1.102041,1894968472.362998,1.102041,1641717196.602472,1.102041,1436083860.694333,1.102041,1266829038.779871,1.102041,1125846180.23104,1.102041,1007168477.275708,1.102041,906324832.5274101,1.102041,819911280.1886609,1.102041,745299198.780457,1.102041,680432573.3878444,1.102041,623684536.1075011,1.102041,573754165.6968526,1.102041,529591129.5751384,1.102041,490339900.7238197,1.102041,455297945.4860269,1.102041,423884021.0617402,1.102041,395613882.0826281,1.102041,370081481.1064164,1.102041,346944287.4147747,1.102041,325911724.2626025,1.102041,306735989.7922239,1.102041,289204716.0423396,1.102041,273135057.06122,1.102041,258368896.7484584
1.142857,19291448593.46161,1.142857,12398626071.81211,1.142857,8743582972.378378,1.142857,6526392558.545269,1.142857,5065891042.925643,1.142857,4048801814.207674,1.142857,3310936938.259606,1.142857,2758289885.0961,1.142857,2333528482.534523,1.142857,1999968660.497557,1.142857,1733220376.442835,1.142857,1516544290.530324,1.142857,1338138376.59949,1.142857,1189486286.912651,1.142857,1064316901.843076,1.142857,957929258.5141966,1.142857,866743103.9001998,1.142857,787992767.6406569,1.142857,719514376.0776144,1.142857,659595227.0296466,1.142857,606865397.5705488,1.142857,560218569.5601084,1.142857,518753403.8738152,1.142857,481729585.1052595,1.142857,448534485.2978748,1.142857,418657612.1782134,1.142857,391670831.1947239,1.142857,367212916.7360132,1.142857,344977382.2491602,1.142857,324702817.2253758,1.142857,306165157.6955124,1.142857,289171460.3190929,1.142857,273554854.7936646
1.183673,20092113265.76633,1.183673,12952840367.9973,1.183673,9149445988.222786,1.183673,6836833423.342798,1.183673,5311287136.387613,1.183673,4247800826.53769,1.183673,3475640767.204047,1.183673,2896908322.52095,1.183673,2451833807.419719,1.183673,2102140837.352154,1.183673,1822362300.487875,1.183673,1595008619.560126,1.183673,1407741902.608421,1.183673,1251654631.882055,1.183673,1120184644.706004,1.183673,1008410751.483555,1.183673,912583537.0047015,1.183673,829805631.9503188,1.183673,757809378.0517694,1.183673,694799381.3692682,1.183673,639339169.6335137,1.183673,590268373.3910846,1.183673,546641382.0209297,1.183673,507681336.5634146,1.183673,472745227.3813286,1.183673,441297134.8576815,1.183673,412887511.5148656,1.183673,387136995.1701602,1.183673,363723654.7388853,1.183673,342372861.078582,1.183673,322849182.9487546,1.183673,304949858.1424265,1.183673,288499499.28689
1.22449,20848539785.12749,1.22449,13480229796.30108,1.22449,9537680920.950289,1.22449,7134970961.194931,1.22449,5547698608.105572,1.22449,4440003951.525619,1.22449,3635057528.329176,1.22449,3031317522.319289,1.22449,2566722785.786555,1.22449,2201494508.2685,1.22449,1909146067.04673,1.22449,1671475757.779956,1.22449,1475635791.028725,1.22449,1312345620.583663,1.22449,1174764994.842578,1.22449,1057761928.334654,1.22449,957424829.0333383,1.22449,870729883.4173368,1.22449,795309657.1204475,1.22449,729289161.268005,1.22449,671167794.5122879,1.22449,619733047.6827818,1.22449,573996563.214157,1.22449,533146165.3873203,1.22449,496509458.2702957,1.22449,463525908.7473724,1.22449,433725226.5909947,1.22449,406710468.5983935,1.22449,382144722.5557909,1.22449,359740529.4825634,1.22449,339251418.8543369,1.22449,320465087.713257,1.22449,303197868.5881567
1.265306,21562808361.52296,1.265306,13981803007.08232,1.265306,9908827799.035748,1.265306,7421115091.268291,1.265306,5775312002.470062,1.265306,4625527132.802174,1.265306,3789260716.665234,1.265306,3161564457.309437,1.265306,2678225309.425996,1.265306,2298048298.069742,1.265306,1993582729.20103,1.265306,1745951598.030291,1.265306,1541822383.682766,1.265306,1371559138.094786,1.265306,1228056136.599466,1.265306,1105979801.979457,1.265306,1001263196.096844,1.265306,910761208.832751,1.265306,832010562.986465,1.265306,763059718.0944088,1.265306,702346325.5952302,1.265306,648607620.3765748,1.265306,600814002.1706967,1.265306,558119190.3711243,1.265306,519822387.118537,1.265306,485339251.476276,1.265306,454179414.5747157,1.265306,425928903.2293819,1.265306,400236284.1463674,1.265306,376801654.8171309,1.265306,355367831.5889558,1.265306,335713247.5299363,1.265306,317646191.0766296
1.306122,22236952124.08113,1.306122,14458570983.46862,1.306122,10263440912.95222,1.306122,7695591768.173388,1.306122,5994328833.121517,1.306122,4804499541.756371,1.306122,3938335308.831394,1.306122,3287706025.995109,1.306122,2786379866.305369,1.306122,2391828308.996322,1.306122,2075689879.806261,1.306122,1818447786.043945,1.306122,1606309112.333652,1.306122,1429299598.001364,1.306122,1280060304.654906,1.306122,1153065026.00328,1.306122,1044098141.983512,1.306122,949898276.7818503,1.306122,867910160.6586508,1.306122,796108685.1652596,1.306122,732872092.8802861,1.306122,676889214.5108386,1.306122,627090687.5594076,1.306122,582597320.6136562,1.306122,542680884.8435003,1.306122,506734026.9965015,1.306122,474246955.9108779,1.306122,444789213.5152137,1.306122,417995300.9138305,1.306122,393553254.8555033,1.306122,371195501.9905604,1.306122,350691486.0823612,1.306122,331841685.8508391
1.346939,22872945027.29198,1.346939,14911536836.45489,1.346939,10602080895.95756,1.346939,7958736910.069971,1.346939,6204960877.146131,1.346939,4977059866.630582,1.346939,4082374783.027266,1.346939,3409806618.348095,1.346939,2891231521.351645,1.346939,2482866422.657646,1.346939,2155490206.114197,1.346939,1888980476.858193,1.346939,1669107418.460521,1.346939,1485574996.064772,1.346939,1330782948.649841,1.346939,1199021152.19002,1.346939,1085931794.165251,1.346939,988142140.5080335,1.346939,903008690.7058804,1.346939,828435687.6064453,1.346939,762744255.98931,1.346939,704576638.9959315,1.346939,652825165.9971102,1.346939,606578908.8893567,1.346939,565083163.5916638,1.346939,527708348.3296426,1.346939,493925896.9387696,1.346939,463289404.5045341,1.346939,435419756.4918786,1.346939,409993307.3567102,1.346939,386732414.0622111,1.346939,365397803.0262959,1.346939,345782375.4749829
1.387755,23472690462.59407,1.387755,15341686177.04524,1.387755,10925307488.25331,1.387755,8210890985.742487,1.387755,6407426051.360044,1.387755,5143353100.619812,1.387755,4221478563.82995,1.387755,3527936044.058026,1.387755,2992830208.36164,1.387755,2571198870.988736,1.387755,2233010278.732756,1.387755,1957569296.856023,1.387755,1730231854.713967,1.387755,1540396125.435609,1.387755,1380232042.311379,1.387755,1243854017.98689,1.387755,1126768357.238692,1.387755,1025495747.397247,1.387755,937308126.7218908,1.387755,860041941.1903486,1.387755,791963438.9152031,1.387755,731670054.7181728,1.387755,678017235.6865268,1.387755,630063469.5880182,1.387755,587028516.2298614,1.387755,548261336.2555262,1.387755,513215225.751988,1.387755,481428363.1203846,1.387755,452508461.9162663,1.387755,426120567.7997018,1.387755,401977284.1011142,1.387755,379830888.6791013,1.387755,359466934.9324281
1.428571,24038013404.23464,1.428571,15749979832.71215,1.428571,11233673971.76005,1.428571,8452394834.829101,1.428571,6601945225.649904,1.428571,5303528060.920154,1.428571,4355750050.475883,1.428571,3642167935.954795,1.428571,3091229415.599351,1.428571,2656865138.263147,1.428571,2308279622.580363,1.428571,2024236548.72216,1.428571,1789699397.691364,1.428571,1593775977.305232,1.428571,1428417556.561123,1.428571,1287571279.984298,1.428571,1166613697.186443,1.428571,1061963566.323563,1.428571,970811839.5131214,1.428571,890929948.2555131,1.428571,820531453.4526054,1.428571,758170721.9673506,1.428571,702667714.8927541,1.428571,653051465.7503427,1.428571,608517119.8233247,1.428571,568392937.422714,1.428571,532114703.3848985,1.428571,499205701.0771207,1.428571,469260909.1034691,1.428571,441934432.4039036,1.428571,416929432.3673136,1.428571,393990003.5501492,1.428571,372894578.3232301
1.469388,24570656245.99007,1.469388,16137349024.58102,1.469388,11527723283.40028,1.469388,8683586680.797287,1.469388,6788739917.514132,1.469388,5457735580.949162,1.469388,4485295173.99102,1.469388,3752578578.717853,1.469388,3186485220.174715,1.469388,2739907153.938629,1.469388,2381330033.831235,1.469388,2089006627.021923,1.469388,1847528942.986082,1.469388,1645729300.779763,1.469388,1475351072.862828,1.469388,1330182071.824788,1.469388,1205475036.765899,1.469388,1097551314.829404,1.469388,1003524351.454649,1.469388,921103275.4581299,1.469388,848451097.2224411,1.469388,784080816.1345767,1.469388,726778273.1339872,1.469388,675544153.9102855,1.469388,629549892.5649168,1.469388,588103792.0270218,1.469388,550624741.0906506,1.469388,516621640.7645096,1.469388,485677164.4783269,1.469388,457434838.7481545,1.469388,431588690.0350177,1.469388,407874891.045059,1.469388,386064976.8097323
1.510204,25072279699.56057,1.510204,16504694110.98834,1.510204,11807986627.81905,1.510204,8904800950.999025,1.510204,6968031337.147236,1.510204,5606127741.609363,1.510204,4610221773.45359,1.510204,3859246396.711578,1.510204,3278655862.068206,1.510204,2820368933.923876,1.510204,2452195274.26284,1.510204,2151905754.999342,1.510204,1903741076.340989,1.510204,1696272402.161224,1.510204,1521045605.782886,1.510204,1371696846.224608,1.510204,1243360813.951392,1.510204,1132265831.54167,1.510204,1035451220.892104,1.510204,950566448.529134,1.510204,875726057.435389,1.510204,809403339.3574172,1.510204,750351349.7634485,1.510204,697543508.8144391,1.510204,650128423.9513565,1.510204,607395168.8615042,1.510204,568746339.7625886,1.510204,533676958.6054395,1.510204,501757815.8893023,1.510204,472622215.9122593,1.510204,445955352.2694604,1.510204,421485733.2212113,1.510204,398978216.8234613
1.55102,25544453194.25311,1.55102,16852875507.13967,1.55102,12074976271.47122,1.55102,9116362696.857992,1.55102,7140036038.204876,1.55102,5748854433.64053,1.55102,4730636837.722094,1.55102,3962249708.953432,1.55102,3367799892.780612,1.55102,2898295035.741982,1.55102,2520909768.436038,1.55102,2212960875.296906,1.55102,1958357120.979255,1.55102,1745422320.371377,1.55102,1565514884.211005,1.55102,1412126744.359962,1.55102,1280280125.39681,1.55102,1166114582.342567,1.55102,1066598601.765946,1.55102,979324557.7552488,1.55102,902360555.946113,1.55102,834141799.9128648,1.55102,773389863.3116763,1.55102,719051959.0100837,1.55102,670254733.4741155,1.55102,626268744.4286516,1.55102,586480887.1682031,1.55102,550372798.4303149,1.55102,517503800.4085229,1.55102,487497325.2122736,1.55102,460030030.596895,1.55102,434823013.6532951,1.55102,411634672.4248578
1.591837,25988678106.17741,1.591837,17182728854.68473,1.591837,12329196077.30857,1.591837,9318595254.011999,1.591837,7304971686.945025,1.591837,5886067823.944109,1.591837,4846650040.486628,1.591837,4061669578.363812,1.591837,3453978507.06962,1.591837,2973732491.71307,1.591837,2587510224.584249,1.591837,2272201022.485709,1.591837,2011400310.034009,1.591837,1793197836.303583,1.591837,1608774226.442448,1.591837,1451484359.379999,1.591837,1316243396.469654,1.591837,1199106251.488858,1.591837,1096973767.649994,1.591837,1007383724.634157,1.591837,928359766.5333406,1.591837,858300586.7830305,1.591837,795897548.9144826,1.591837,740072691.8331131,1.591837,689931547.1472226,1.591837,644726854.3978703,1.591837,603830387.2379075,1.591837,566710881.0924693,1.591837,532916596.4292402,1.591837,502061436.6495083,1.591837,473813815.3329892,1.591837,447887667.2637652,1.591837,424035143.7835142
1.632653,26406369801.20999,1.632653,17495049839.90717,1.632653,12571129764.53405,1.632653,9511811224.261396,1.632653,7463050052.594057,1.632653,6017916820.748503,1.632653,4958369301.286465,1.632653,4157586200.135203,1.632653,3537252566.160848,1.632653,3046728326.78864,1.632653,2652033543.266409,1.632653,2329655544.479843,1.632653,2062894261.173524,1.632653,1839618154.61479,1.632653,1650839393.096812,1.632653,1489782731.923515,1.632653,1351261496.548095,1.632653,1231249958.265274,1.632653,1126584414.753945,1.632653,1034750478.902544,1.632653,953729255.757419,1.632653,881884465.8475704,1.632653,817878502.7169843,1.632653,760609240.0142087,1.632653,709161921.2170541,1.632653,662772150.0702277,1.632653,620797145.5572022,1.632653,582693215.7776945,1.632653,547997958.0160969,1.632653,516316083.8898544,1.632653,487308049.0882597,1.632653,460680870.51386,1.632653,436180662.4382192
1.673469,26798871581.51944,1.673469,17790602662.14627,1.673469,12801246517.02123,1.673469,9696316428.188547,1.673469,7614479921.890216,1.673469,6144549296.932273,1.673469,5065902526.729286,1.673469,4250080294.261379,1.673469,3617683730.661736,1.673469,3117330493.552208,1.673469,2714517598.504312,1.673469,2385354762.056007,1.673469,2112863538.611542,1.673469,1884703386.579915,1.673469,1691727005.009011,1.673469,1527035714.173433,1.673469,1385346058.0692,1.673469,1262555538.110854,1.673469,1155438910.867415,1.673469,1061431979.989501,1.673469,978475180.789354,1.673469,904898757.2981575,1.673469,839337341.5566602,1.673469,780665625.8875802,1.673469,727949372.8066127,1.673469,680407717.0831944,1.673469,637383877.5214057,1.673469,598322198.8028545,1.673469,562750005.3780624,1.673469,530263147.3041064,1.673469,500514403.1529109,1.673469,473204111.8116711,1.673469,448072556.3231677
1.714286,27167456202.21915,1.714286,18070119433.4045,1.714286,13019999957.98895,1.714286,9872408896.578026,1.714286,7759466213.737388,1.714286,6266111339.485767,1.714286,5169356980.347713,1.714286,4339232576.371004,1.714286,3695334014.244251,1.714286,3185587493.46772,1.714286,2775000914.190586,1.714286,2439329690.491148,1.714286,2161333412.053489,1.714286,1928474340.016485,1.714286,1731454359.051207,1.714286,1563257807.473823,1.714286,1418509332.608001,1.714286,1293033414.434062,1.714286,1183546180.666959,1.714286,1087435913.956036,1.714286,1002604196.432597,1.714286,927349251.4424314,1.714286,860279126.452852,1.714286,800246291.6360708,1.714286,746297816.1235704,1.714286,697637016.9026321,1.714286,653593654.5273085,1.714286,613600564.0022182,1.714286,577175179.0111326,1.714286,543904811.485124,1.714286,513434838.0543913,1.714286,485459154.816884,1.714286,459712415.561624
1.755102,27513329501.42804,1.755102,18334301253.81424,1.755102,13227828378.13723,1.755102,10040378804.57079,1.755102,7898209816.049641,1.755102,6382747063.210397,1.755102,5268839101.371023,1.755102,4425123591.536395,1.755102,3770265635.014626,1.755102,3251548245.345409,1.755102,2833522548.087971,1.755102,2491611937.243141,1.755102,2208329766.253891,1.755102,1970952439.088623,1.755102,1770039356.761762,1.755102,1598464098.565716,1.755102,1450764133.685178,1.755102,1322694547.115891,1.755102,1210915659.172646,1.755102,1112770451.276222,1.755102,1026123416.69438,1.755102,949242173.6100343,1.755102,880709330.4579353,1.755102,819356069.7530426,1.755102,764211535.2447094,1.755102,714463861.6805822,1.755102,669429880.6879561,1.755102,628531361.1107229,1.755102,591276219.5852622,1.755102,557243546.4938082,1.755102,526071586.0351195,1.755102,497448022.0378162,1.755102,471102077.0826618
1.795918,27837633953.40741,1.795918,18583819345.55386,1.795918,13425155035.04364,1.795918,10200508466.92559,1.795918,8030907471.390321,1.795918,6494598462.841138,1.795918,5364454353.869449,1.795918,4507833572.332552,1.795918,3842540886.479092,1.795918,3315261969.838441,1.795918,2890121989.098798,1.795918,2542233610.739148,1.795918,2253879019.967503,1.795918,2012159652.130506,1.795918,1807500439.880051,1.795918,1632670201.817178,1.795918,1482123784.815677,1.795918,1351550385.625837,1.795918,1237557249.289669,1.795918,1137444208.256377,1.795918,1049040379.613869,1.795918,970584151.9882365,1.795918,900633809.1554676,1.795918,838000155.9057788,1.795918,781695159.0875626,1.795918,730892391.1121624,1.795918,684896271.3807247,1.795918,643117935.8337271,1.795918,605056149.3872471,1.795918,570282090.5445325,1.795918,538427134.8652987,1.795918,509172979.6697496,1.795918,482243610.3946467
1.836735,28141452094.06017,1.836735,18819316203.94196,1.836735,13612388495.18991,1.836735,10353072374.4555,1.836735,8157751697.091943,1.836735,6601805292.965539,1.836735,5456307098.140293,1.836735,4587442314.761849,1.836735,3912222022.978833,1.836735,3376778085.773877,1.836735,2944839064.313035,1.836735,2591227237.324762,1.836735,2298008051.775779,1.836735,2052118425.31397,1.836735,1843856530.890008,1.836735,1665892205.779069,1.836735,1512602071.319648,1.836735,1379612825.431716,1.836735,1263481282.251121,1.836735,1161466211.023928,1.836735,1071363014.378253,1.836735,991382187.5044986,1.836735,920058772.9978944,1.836735,856184083.458993,1.836735,798753637.8860556,1.836735,746927050.6600449,1.836735,699996833.0431696,1.836735,657363911.0588635,1.836735,618518254.8121413,1.836735,583023433.6559384,1.836735,550504212.5468968,1.836735,520636523.257996,1.836735,493139304.1237577
1.877551,28425809794.77768,1.877551,19041406742.45452,1.877551,13789923001.80977,1.877551,10498337259.7817,1.877551,8278930731.313738,1.877551,6704504969.402398,1.877551,5544500479.500764,1.877551,4664029068.259428,1.877551,3979371156.564571,1.877551,3436146115.845809,1.877551,2997713853.783251,1.877551,2638625684.646368,1.877551,2340744131.315625,1.877551,2090851620.88994,1.877551,1879126977.466273,1.877551,1698146623.094981,1.877551,1542213195.0358,1.877551,1406894166.936926,1.877551,1288698480.274721,1.877551,1184845861.466255,1.877551,1093099610.165136,1.877551,1011643625.244605,1.877551,938990761.0162722,1.877551,873913699.229351,1.877551,815392220.7749909,1.877551,762572570.7813587,1.877551,714735843.8782309,1.877551,671273168.8954988,1.877551,631666069.610182,1.877551,595470801.993386,1.877551,562305772.6525526,1.877551,531841363.945306,1.877551,503791653.0916317
1.918367,28691679370.67107,1.918367,19250679414.2994,1.918367,13958138855.19123,1.918367,10636562182.74044,1.918367,8394628498.025355,1.918367,6802832486.85573,1.918367,5629136330.568619,1.918367,4737672436.752789,1.918367,4044050162.926623,1.918367,3493415599.758329,1.918367,3048786611.467801,1.918367,2684462090.177671,1.918367,2382114854.830341,1.918367,2128382459.088251,1.918367,1913331500.038799,1.918367,1729450343.087285,1.918367,1570971731.345901,1.918367,1433407076.4255,1.918367,1313219920.973544,1.918367,1207592904.709862,1.918367,1114258786.344186,1.918367,1031376127.075801,1.918367,957436615.6028254,1.918367,891195140.1989837,1.918367,831616434.2349757,1.918367,777833946.9293872,1.918367,729117835.2594348,1.918367,684849833.3485965,1.918367,644503358.7103633,1.918367,607627642.7370552,1.918367,573834980.1449004,1.918367,542790415.1594747,1.918367,514203345.7972932
1.959184,28939982526.02499,1.959184,19447697306.33368,1.959184,14117402801.29455,1.959184,10767998632.25921,1.959184,8505024588.557612,1.959184,6896920351.083652,1.959184,5710315085.690653,1.959184,4808450289.732667,1.959184,4106320595.550509,1.959184,3548636014.144616,1.959184,3098097691.785384,1.959184,2728769794.422908,1.959184,2422148084.644972,1.959184,2164734463.333224,1.959184,1946490142.177754,1.959184,1759820586.757461,1.959184,1598892588.27856,1.959184,1459164548.808293,1.959184,1337057003.33534,1.959184,1229717397.972552,1.959184,1134849463.886373,1.959184,1050587645.336723,1.959184,975403458.2398783,1.959184,908034811.0718741,1.959184,847432061.2908354,1.959184,792716420.2311718,1.959184,743147573.7444042,1.959184,698098253.5417546,1.959184,657034102.5412635,1.959184,619497609.4015132,1.959184,585095197.6068776,1.959184,553486779.6759875,1.959184,524377252.2421417
2,29171593137.08752,2,19632999198.28827,2,14268068422.20741,2,10892890639.74061,2,8610294256.053804,2,6986898522.871732,2,5788135705.4926,2,4876439681.796754,2,4166243606.912086,2,3601856698.333617,2,3145687481.043637,2,2771582278.203368,2,2460871892.082532,2,2199931408.376524,2,1978623223.466856,2,1789274863.921642,2,1625990967.45555,2,1484179871.967714,2,1360221415.09584,2,1251229680.637043,2,1154880837.848264,2,1069286397.477652,2,992898666.0722029,2,924439362.5815927,2,862845121.3817326,2,807225458.7676448,2,756830043.6305407,2,711022987.4295592,2,669262481.7947289,2,631084547.5571625,2,596089971.8376439,2,563933737.0140934,2,534316412.0597019
