gm_id_fT (L_var=3.5e-07) X,gm_id_fT (L_var=3.5e-07) Y,gm_id_fT (L_var=4.5e-07) X,gm_id_fT (L_var=4.5e-07) Y,gm_id_fT (L_var=5.5e-07) X,gm_id_fT (L_var=5.5e-07) Y,gm_id_fT (L_var=6.5e-07) X,gm_id_fT (L_var=6.5e-07) Y,gm_id_fT (L_var=7.5e-07) X,gm_id_fT (L_var=7.5e-07) Y,gm_id_fT (L_var=8.5e-07) X,gm_id_fT (L_var=8.5e-07) Y,gm_id_fT (L_var=9.5e-07) X,gm_id_fT (L_var=9.5e-07) Y,gm_id_fT (L_var=1.05e-06) X,gm_id_fT (L_var=1.05e-06) Y,gm_id_fT (L_var=1.15e-06) X,gm_id_fT (L_var=1.15e-06) Y,gm_id_fT (L_var=1.25e-06) X,gm_id_fT (L_var=1.25e-06) Y,gm_id_fT (L_var=1.35e-06) X,gm_id_fT (L_var=1.35e-06) Y,gm_id_fT (L_var=1.45e-06) X,gm_id_fT (L_var=1.45e-06) Y,gm_id_fT (L_var=1.55e-06) X,gm_id_fT (L_var=1.55e-06) Y,gm_id_fT (L_var=1.65e-06) X,gm_id_fT (L_var=1.65e-06) Y,gm_id_fT (L_var=1.75e-06) X,gm_id_fT (L_var=1.75e-06) Y,gm_id_fT (L_var=1.85e-06) X,gm_id_fT (L_var=1.85e-06) Y,gm_id_fT (L_var=1.95e-06) X,gm_id_fT (L_var=1.95e-06) Y,gm_id_fT (L_var=2.05e-06) X,gm_id_fT (L_var=2.05e-06) Y,gm_id_fT (L_var=2.15e-06) X,gm_id_fT (L_var=2.15e-06) Y,gm_id_fT (L_var=2.25e-06) X,gm_id_fT (L_var=2.25e-06) Y,gm_id_fT (L_var=2.35e-06) X,gm_id_fT (L_var=2.35e-06) Y,gm_id_fT (L_var=2.45e-06) X,gm_id_fT (L_var=2.45e-06) Y,gm_id_fT (L_var=2.55e-06) X,gm_id_fT (L_var=2.55e-06) Y,gm_id_fT (L_var=2.65e-06) X,gm_id_fT (L_var=2.65e-06) Y,gm_id_fT (L_var=2.75e-06) X,gm_id_fT (L_var=2.75e-06) Y,gm_id_fT (L_var=2.85e-06) X,gm_id_fT (L_var=2.85e-06) Y,gm_id_fT (L_var=2.95e-06) X,gm_id_fT (L_var=2.95e-06) Y,gm_id_fT (L_var=3.05e-06) X,gm_id_fT (L_var=3.05e-06) Y,gm_id_fT (L_var=3.15e-06) X,gm_id_fT (L_var=3.15e-06) Y,gm_id_fT (L_var=3.25e-06) X,gm_id_fT (L_var=3.25e-06) Y,gm_id_fT (L_var=3.35e-06) X,gm_id_fT (L_var=3.35e-06) Y,gm_id_fT (L_var=3.45e-06) X,gm_id_fT (L_var=3.45e-06) Y,gm_id_fT (L_var=3.55e-06) X,gm_id_fT (L_var=3.55e-06) Y
0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan,0,-nan
0.9387755,66592895761.58469,0.9387755,42859821839.24632,0.9387755,29867200833.63861,0.9387755,22011802390.05118,0.9387755,16897452979.71537,0.9387755,13379982160.96453,0.9387755,10856965317.25667,0.9387755,8985907209.697769,0.9387755,7560101870.252913,0.9387755,6448720113.093734,0.9387755,5565671247.872258,0.9387755,4852427057.110741,0.9387755,4268075607.475748,0.9387755,3783323068.370032,0.9387755,3376749015.192564,0.9387755,3032397366.415624,0.9387755,2738185192.297988,0.9387755,2484826896.942757,0.9387755,2265091518.385885,0.9387755,2073280296.885511,0.9387755,1904852905.721848,0.9387755,1756155895.261124,0.9387755,1624222610.252403,0.9387755,1506623862.01022,0.9387755,1401355156.418793,0.9387755,1306750596.108293,0.9387755,1221416481.828195,0.9387755,1144179624.885066,0.9387755,1074046759.851864,0.9387755,1010172414.120931,0.9387755,951833278.6074187,0.9387755,898407618.4251851,0.9387755,849358621.7327744
0.9795918,64111698602.04436,0.9795918,41481470777.54045,0.9795918,29018854903.19189,0.9795918,21448595190.30785,0.9795918,16502087961.77681,0.9795918,13090381935.61328,0.9795918,10637609488.40338,0.9795918,8815192934.165791,0.9795918,7424234590.472628,0.9795918,6338532877.148415,0.9795918,5474865985.47875,0.9795918,4776552650.958994,0.9795918,4203908824.415786,0.9795918,3728479953.129955,0.9795918,3329433323.055194,0.9795918,2991233262.342053,0.9795918,2702103312.847189,0.9795918,2452985095.757001,0.9795918,2236818683.549908,0.9795918,2048035838.684917,0.9795918,1882197089.471055,0.9795918,1735727808.635408,0.9795918,1605723589.059869,0.9795918,1489804874.393908,0.9795918,1386007095.379148,0.9795918,1292696734.664006,0.9795918,1208506554.309183,0.9795918,1132285143.629195,0.9795918,1063057279.514417,0.9795918,999992529.384598,0.9795918,942380194.275795,0.9795918,889609169.7516198,0.9795918,841151651.5214398
1.020408,61811311324.09075,1.020408,40193978192.05298,1.020408,28222224038.8426,1.020408,20917752351.64453,1.020408,16128443997.74648,1.020408,12816152129.34525,1.020408,10429589082.93843,1.020408,8653119682.950094,1.020408,7295135145.921563,1.020408,6233767086.447556,1.020408,5388486945.21557,1.020408,4704351060.167612,1.020408,4142832664.837691,1.020408,3676269453.567914,1.020408,3284384230.036182,1.020408,2952039163.718972,1.020408,2667748109.212529,1.020408,2422668115.34392,1.020408,2209901541.120476,1.020408,2024004080.590885,1.020408,1860632082.790492,1.020408,1716285848.676807,1.020408,1588120172.262217,1.020408,1473802720.087316,1.020408,1371406923.857289,1.020408,1279330096.191413,1.020408,1196230201.18133,1.020408,1120976575.152887,1.020408,1052611187.117556,1.020408,990317938.6919923,1.020408,933398151.3581313,1.020408,881250855.5820385,1.020408,833356835.8670979
1.061224,59665177886.86954,1.061224,38983746176.29488,1.061224,27468952429.38756,1.061224,20413576234.41436,1.061224,15772380097.59088,1.061224,12554147364.9507,1.061224,10230434952.466,1.061224,8497698570.376962,1.061224,7171167866.139132,1.061224,6133054302.91521,1.061224,5305372668.303908,1.061224,4634824342.739801,1.061224,4083980575.167702,1.061224,3625932149.796194,1.061224,3240930801.583654,1.061224,2914218051.731055,1.061224,2634584932.698395,1.061224,2393394411.377621,1.061224,2183904130.173159,1.061224,2000788477.48708,1.061224,1839795651.405183,1.061224,1697497830.605138,1.061224,1571106639.775409,1.061224,1458335106.512222,1.061224,1357293186.623559,1.061224,1266407840.461817,1.061224,1184361279.706107,1.061224,1110042811.055661,1.061224,1042510959.025586,1.061224,980963433.9918548,1.061224,924713141.4098437,1.061224,873168881.8827989,1.061224,825819722.1350253
1.102041,57649267598.27962,1.102041,37838125964.7125,1.102041,26751462176.98231,1.102041,19931067094.85349,1.102041,15430364184.57594,1.102041,12301744843.23581,1.102041,10038124718.86957,1.102041,8347323706.927982,1.102041,7051027257.442376,1.102041,6035312653.229622,1.102041,5224612150.356074,1.102041,4567194946.680418,1.102041,4026681193.108215,1.102041,3576882542.567957,1.102041,3198557941.533271,1.102041,2877313268.491178,1.102041,2602206160.845598,1.102041,2364797906.105074,1.102041,2158495877.193406,1.102041,1978089035.538536,1.102041,1819414326.469499,1.102041,1679113441.976782,1.102041,1554453013.957546,1.102041,1443190009.597985,1.102041,1343469789.682531,1.102041,1253748073.079267,1.102041,1172730606.466168,1.102041,1099326091.320708,1.102041,1032609139.26527,1.102041,971790885.6211426,1.102041,916195503.2605971,1.102041,865241300.2397879,1.102041,818425406.2672629
1.142857,55744670612.67113,1.142857,36747214364.34032,1.142857,26063944246.82455,1.142857,19466474990.80433,1.142857,15099795584.3432,1.142857,12057041938.30081,1.142857,9851208697.813953,1.142857,8200854949.967398,1.142857,6933793650.984212,1.142857,5939784865.345143,1.142857,5145571100.33231,1.142857,4500923902.051588,1.142857,3970470903.095129,1.142857,3528717604.538773,1.142857,3156912059.85391,1.142857,2841012085.397576,1.142857,2570333224.21194,1.142857,2336628876.152927,1.142857,2133451639.188092,1.142857,1955701728.092805,1.142857,1799302355.53389,1.142857,1660962850.799449,1.142857,1538003417.359346,1.142857,1428223851.641822,1.142857,1329804052.191984,1.142857,1241227812.899554,1.142857,1161223872.188996,1.142857,1088719891.128108,1.142857,1022806217.262903,1.142857,962707125.515233,1.142857,907757822.8292646,1.142857,857385932.7358866,1.142857,811096489.0818377
1.183673,53937204483.72803,1.183673,35703741226.32828,1.183673,25402236709.86789,1.183673,19017172205.31092,1.183673,14778885504.95965,1.183673,11818749713.48786,1.183673,9668716824.136589,1.183673,8057536967.921857,1.183673,6818862741.289642,1.183673,5845976680.382965,1.183673,5067837827.951288,1.183673,4435663009.662901,1.183673,3915051355.153025,1.183673,3481178830.170794,1.183673,3115766995.80195,1.183673,2805114956.372895,1.183673,2538788739.129049,1.183673,2308728589.059373,1.183673,2108628528.885128,1.183673,1933497243.786033,1.183673,1779342148.155959,1.183673,1642938656.434599,1.183673,1521659364.144824,1.183673,1413345991.288193,1.183673,1316212272.110706,1.183673,1228769526.479534,1.183673,1149769051.663015,1.183673,1078157124.38728,1.183673,1013039552.934271,1.183673,953653530.1826268,1.183673,899345117.5233332,1.183673,849551107.5439676,1.183673,803784318.2286196
1.22449,52216297223.53487,1.22449,34702460638.28658,1.22449,24763425260.08822,1.22449,18581367443.40612,1.22449,14466442406.05517,1.22449,11586026186.0019,1.22449,9490025673.77927,1.22449,7916890895.250715,1.22449,6705855727.332796,1.22449,5753581195.802828,1.22449,4991158717.852677,1.22449,4371199190.972047,1.22449,3860240999.473228,1.22449,3434109663.577057,1.22449,3074986336.753894,1.22449,2769501938.535462,1.22449,2507466400.811602,1.22449,2281002160.970508,1.22449,2083941322.913214,1.22449,1911398604.302258,1.22449,1759463820.13693,1.22449,1624977123.322314,1.22449,1505362483.454338,1.22449,1398502766.851421,1.22449,1302644944.511891,1.22449,1216327396.800749,1.22449,1138323615.230699,1.22449,1067598204.524485,1.22449,1003272205.209197,1.22449,944595545.4924415,1.22449,890924994.3918065,1.22449,841706394.8790826,1.22449,796460252.6710858
1.265306,50573926516.70578,1.265306,33739545272.52219,1.265306,24145458473.67457,1.265306,18157841295.8824,1.265306,14161679600.81493,1.265306,11358330450.0419,1.265306,9314744257.422626,1.265306,7778622615.226694,1.265306,6594544113.615516,1.265306,5662416140.111107,1.265306,4915385144.343561,1.265306,4307409000.872238,1.265306,3805935689.852625,1.265306,3387421056.510923,1.265306,3034493058.825201,1.265306,2734105735.516638,1.265306,2476306891.600663,1.265306,2253396899.060756,1.265306,2059342889.431166,1.265306,1889363391.578183,1.265306,1739628984.316924,1.265306,1607043338.734669,1.265306,1489080878.991703,1.265306,1383664918.074565,1.265306,1289075126.604889,1.265306,1203876529.693899,1.265306,1126864488.863666,1.265306,1057021682.210958,1.265306,993484181.2705897,1.265306,935514489.5944723,1.265306,882479955.9459034,1.265306,833835370.9490652,1.265306,789108845.1442913
1.306122,49003812041.04516,1.306122,32812118563.79132,1.306122,23546854143.90302,1.306122,17745747249.98759,1.306122,13864072272.85658,1.306122,11135315281.67705,1.306122,9142630553.356169,1.306122,7642556114.271612,1.306122,6484795320.278932,1.306122,5572378676.958495,1.306122,4840435342.30982,1.306122,4244226043.142349,1.306122,3752080526.534953,1.306122,3341066900.824818,1.306122,2994247908.74649,1.306122,2698892531.386222,1.306122,2445280774.845212,1.306122,2225886942.215815,1.306122,2034810322.562893,1.306122,1867371169.342319,1.306122,1719819288.842133,1.306122,1589120726.071221,1.306122,1472799498.555757,1.306122,1368818711.578189,1.306122,1275490233.810186,1.306122,1191405347.572824,1.306122,1115380982.770529,1.306122,1046417654.529983,1.306122,983666279.0585042,1.306122,926401787.5122385,1.306122,874001990.6537035,1.306122,825930532.4727998,1.306122,781723052.5066546
1.346939,47500855119.63846,1.346939,31917929278.33207,1.346939,22966496524.94097,1.346939,17344475370.80429,1.346939,13573260129.35183,1.346939,10916754361.71809,1.346939,8973535145.139212,1.346939,7508588601.548287,1.346939,6376536135.142764,1.346939,5483415088.20984,1.346939,4766268867.352361,1.346939,4181619170.651607,1.346939,3698651037.597576,1.346939,3295027623.274036,1.346939,2954234979.086045,1.346939,2663849210.478678,1.346939,2414377094.993127,1.346939,2198463030.543821,1.346939,2010335711.149456,1.346939,1845415112.276822,1.346939,1700028792.378565,1.346939,1571204071.093219,1.346939,1456513731.686094,1.346939,1353960042.734138,1.346939,1261886588.777329,1.346939,1178910536.788637,1.346939,1103870095.111791,1.346939,1035783388.75773,1.346939,973815999.5755504,1.346939,917255144.4333732,1.346939,865488983.0640206,1.346939,817989922.3698423,1.346939,774301058.1942863
1.387755,46060768057.35216,1.387755,31055137327.73529,1.387755,22403503800.96387,1.387755,16953563682.21615,1.387755,13288984356.98746,1.387755,10702495265.48206,1.387755,8807364879.619625,1.387755,7376661607.207825,1.387755,6269729199.652521,1.387755,5395501282.34674,1.387755,4692870184.270964,1.387755,4119578483.029799,1.387755,3645641095.539507,1.387755,3249299654.640125,1.387755,2914452450.746012,1.387755,2628975156.916276,1.387755,2383596063.947401,1.387755,2171125942.882411,1.387755,1985920217.940825,1.387755,1823496637.625232,1.387755,1680259074.626691,1.387755,1553295050.275914,1.387755,1440225304.706837,1.387755,1339090654.246846,1.387755,1248265926.843926,1.387755,1166393808.626626,1.387755,1092333501.586236,1.387755,1025120517.240803,1.387755,963934926.8110616,1.387755,908076093.0063529,1.387755,856942412.9776126,1.387755,810014967.159757,1.387755,766844235.785908
1.428571,44679834458.6039,1.428571,30222177025.33038,1.428571,21857144184.86251,1.428571,16572642353.99731,1.428571,13011048034.61405,1.428571,10492429992.6956,1.428571,8644060105.058893,1.428571,7246742888.680344,1.428571,6164358290.914188,1.428571,5308630594.730719,1.428571,4620238394.643375,1.428571,4058106561.36061,1.428571,3593055352.24647,1.428571,3203888835.772251,1.428571,2874906795.498129,1.428571,2594277118.364207,1.428571,2352944479.631531,1.428571,2143882385.344238,1.428571,1961570369.679979,1.428571,1801622040.998332,1.428571,1660516171.882613,1.428571,1535399427.933787,1.428571,1423939707.427154,1.428571,1324215765.43598,1.428571,1234633204.966874,1.428571,1153859868.27846,1.428571,1080775667.582029,1.428571,1014433278.146443,1.428571,954027084.4203078,1.428571,898868454.8861818,1.428571,848365912.1577189,1.428571,802009120.2942909,1.428571,759355871.4042238
1.469388,43354755307.22114,1.469388,29417671136.213,1.469388,21326783790.81299,1.469388,16201399238.67226,1.469388,12739291763.55627,1.469388,10286476850.07571,1.469388,8483580683.31177,1.469388,7118815310.44734,1.469388,6060419272.909089,1.469388,5222806283.412765,1.469388,4548380914.768955,1.469388,3997213070.709664,1.469388,3540904578.12267,1.469388,3158806352.922967,1.469388,2835609200.566375,1.469388,2559766036.963482,1.469388,2322432898.04346,1.469388,2116742452.470494,1.469388,1937295765.367672,1.469388,1779800417.492351,1.469388,1640808682.785614,1.469388,1517525323.137603,1.469388,1407664601.569786,1.469388,1309342605.581789,1.469388,1220995245.88016,1.469388,1141315157.749085,1.469388,1069202679.454761,1.469388,1003727426.135438,1.469388,944097917.9890882,1.469388,889637387.77545,1.469388,839764370.1690617,1.469388,793977021.5280648,1.469388,751840371.9615061
1.510204,42082542071.64508,1.510204,28640372577.49515,1.510204,20811851683.14997,1.510204,15839556920.08968,1.510204,12473577512.57473,1.510204,10084568483.41741,1.510204,8325896777.203787,1.510204,6992869539.267712,1.510204,5957914166.63053,1.510204,5138036622.34806,1.510204,4477309350.340909,1.510204,3936911244.922219,1.510204,3489202632.122488,1.510204,3114066099.870111,1.510204,2796573251.980492,1.510204,2525454999.072501,1.510204,2292073806.287643,1.510204,2089717989.227813,1.510204,1913107599.554219,1.510204,1758042323.728889,1.510204,1621146550.553493,1.510204,1499682096.742893,1.510204,1391408799.701799,1.510204,1294479473.888695,1.510204,1207359869.863351,1.510204,1128767051.54619,1.510204,1057621497.362742,1.510204,993009536.4891372,1.510204,934153645.3686314,1.510204,880388777.53122,1.510204,831143364.36905,1.510204,785923961.3727467,1.510204,744302761.0540833
1.55102,40860488581.74817,1.55102,27889153096.23487,1.55102,20311834474.82097,1.55102,15486869528.70717,1.55102,12213786375.34737,1.55102,9886650104.479712,1.55102,8170987353.606977,1.55102,6868902735.11444,1.55102,5856849983.062017,1.55102,5054333849.293426,1.55102,4407038541.173764,1.55102,3877217014.842684,1.55102,3437965663.017926,1.55102,3069683943.677531,1.55102,2757814257.636237,1.55102,2491358609.476789,1.55102,2261881042.621045,1.55102,2062822052.266804,1.55102,1889018160.765702,1.55102,1736359309.895167,1.55102,1601540625.503949,1.55102,1481879941.621608,1.55102,1375181880.71871,1.55102,1279635378.035724,1.55102,1193735554.408732,1.55102,1116223535.720928,1.55102,1046039652.118986,1.55102,982286718.3691274,1.55102,924200985.0790539,1.55102,871128980.5716101,1.55102,822508915.2857988,1.55102,777855648.5114661,1.55102,736748457.5638821
1.591837,39686052311.81163,1.591837,27162936550.93172,1.591837,19826235489.37135,1.591837,15143095820.50358,1.591837,11959799794.51037,1.591837,9692665822.015043,1.591837,8018829892.599861,1.591837,6746910590.952305,1.591837,5757232426.402421,1.591837,4971709090.062063,1.591837,4337582403.160048,1.591837,3818145554.125252,1.591837,3387209204.604821,1.591837,3025675255.393551,1.591837,2719347127.938361,1.591837,2457491156.676104,1.591837,2231868195.812496,1.591837,2036067503.675543,1.591837,1865039588.152009,1.591837,1714762814.010985,1.591837,1582001676.459717,1.591837,1464128994.460541,1.591837,1358993388.232306,1.591837,1264819307.687186,1.591837,1180130773.262338,1.591837,1103692604.361716,1.591837,1034464692.294115,1.591837,971566106.6977917,1.591837,914246687.9719778,1.591837,861864391.0194067,1.591837,813867085.5221568,1.591837,769777837.2304541,1.591837,729182928.7969959
1.632653,38556897972.87376,1.632653,26460729823.58645,1.632653,19354595774.07782,1.632653,14808013627.57883,1.632653,11711509732.13837,1.632653,9502565974.573654,1.632653,7869405793.390945,1.632653,6626891397.946334,1.632653,5659069004.896696,1.632653,4890174775.773005,1.632653,4268955832.003059,1.632653,3759712796.370332,1.632653,3336949397.414423,1.632653,2982055902.959138,1.632653,2681187189.350414,1.632653,2423867284.294563,1.632653,2202049162.791059,1.632653,2009467476.758501,1.632653,1841184262.467417,1.632653,1693264491.554077,1.632653,1562540669.701038,1.632653,1446439572.600621,1.632653,1342853032.208545,1.632653,1250040406.550351,1.632653,1166554143.503318,1.632653,1091182385.486059,1.632653,1022904292.061229,1.632653,960854954.5721253,1.632653,904297616.4031414,1.632653,852601508.4752531,1.632653,805224037.6853635,1.632653,761696376.8250153,1.632653,721611732.4899013
1.673469,37470837666.56007,1.673469,25781590677.30545,1.673469,18896474895.30122,1.673469,14481407370.07675,1.673469,11468810030.83119,1.673469,9316300873.499573,1.673469,7722695679.571892,1.673469,6508842422.48276,1.673469,5562366169.882921,1.673469,4809742339.747663,1.673469,4201172818.574188,1.673469,3701933870.960717,1.673469,3287201674.421201,1.673469,2938841134.805893,1.673469,2643349226.891487,1.673469,2390501162.742527,1.673469,2172437426.464195,1.673469,1983034741.970119,1.673469,1817464245.805202,1.673469,1671875717.515138,1.673469,1543168324.042418,1.673469,1428821774.535753,1.673469,1326770328.625925,1.673469,1235307645.99298,1.673469,1153014128.771648,1.673469,1078700870.217461,1.673469,1011366003.221277,1.673469,950160405.4962867,1.673469,894360534.4101316,1.673469,843346744.1936923,1.673469,796585854.8778105,1.673469,753617044.9426067,1.673469,714040361.7292557
1.714286,36425821178.48778,1.714286,25124625502.69474,1.714286,18451450599.83055,1.714286,14163068172.07919,1.714286,11231596592.89566,1.714286,9133820947.097225,1.714286,7578679492.493601,1.714286,6392759954.964539,1.714286,5467129330.331164,1.714286,4730422207.209753,1.714286,4134246421.217496,1.714286,3644823063.536405,1.714286,3237980713.744527,1.714286,2896045527.702677,1.714286,2605847429.210836,1.714286,2357406432.996658,1.714286,2143045999.243596,1.714286,1956781650.911953,1.714286,1793891226.564676,1.714286,1650607532.669667,1.714286,1523895058.62609,1.714286,1411285429.359688,1.714286,1310754550.646332,1.714286,1220629777.964978,1.714286,1139518993.936337,1.714286,1066255869.174174,1.714286,999857213.2713721,1.714286,939489453.0785308,1.714286,884442068.9806685,1.714286,834106383.8618371,1.714286,787958504.9234031,1.714286,745545513.1938511,1.714286,706474211.8852282
1.755102,35419922409.07661,1.755102,24488984340.61121,1.755102,18019116639.45601,1.755102,13852792727.72009,1.755102,10999766690.54107,1.755102,8955076266.425879,1.755102,7437336135.054887,1.755102,6278639025.456934,1.755102,5373362616.393966,1.755102,4652223593.175818,1.755102,4068188589.663594,1.755102,3588393660.462508,1.755102,3189300299.85355,1.755102,2853682861.901211,1.755102,2568695275.544453,1.755102,2324596103.695457,1.755102,2113887328.935489,1.755102,1930720049.916648,1.755102,1770476439.813289,1.755102,1629470569.947773,1.755102,1504730924.644728,1.755102,1393840033.280433,1.755102,1294814669.436733,1.755102,1206015279.706604,1.755102,1126076753.322706,1.755102,1053854963.89304,1.755102,988385099.7408879,1.755102,928848898.0278844,1.755102,874548669.4862534,1.755102,824886549.270649,1.755102,779347804.0981685,1.755102,737487312.7825264,1.755102,698918547.9968987
1.795918,34451328273.00636,1.795918,23873857056.88908,1.795918,17599081236.59697,1.795918,13550382577.28385,1.795918,10773218564.13641,1.795918,8780016286.456461,1.795918,7298643283.468072,1.795918,6166473254.391965,1.795918,5281068754.064051,1.795918,4575154393.409242,1.795918,4003010068.042018,1.795918,3532657861.351571,1.795918,3141173243.936031,1.795918,2811766048.180403,1.795918,2531905468.5569,1.795918,2292082489.08662,1.795918,2084973241.227906,1.795918,1904861226.600408,1.795918,1747230617.498585,1.795918,1608475007.954185,1.795918,1485685561.862267,1.795918,1376494708.87135,1.795918,1278959315.911064,1.795918,1191472317.768212,1.795918,1112695136.81995,1.795918,1041505474.854764,1.795918,976956599.9817551,1.795918,918245319.5720527,1.795918,864686580.6037334,1.795918,815693172.6280882,1.795918,770759392.7334499,1.795918,729447811.3066204,1.795918,691378482.6873794
1.836735,33518329360.84918,1.836735,23278470283.39752,1.836735,17190965958.0419,1.836735,13255643638.83797,1.836735,10551851198.83199,1.836735,8608589720.715574,1.836735,7162577303.598989,1.836735,6056254787.823443,1.836735,5190249009.785242,1.836735,4499221134.282144,1.836735,3938720348.20645,1.836735,3477626735.062583,1.836735,3093611342.209574,1.836735,2770307088.28707,1.836735,2495489896.798307,1.836735,2259877173.410685,1.836735,2056314905.916261,1.836735,1879215877.844798,1.836735,1724163958.098398,1.836735,1587630542.19788,1.836735,1466768171.334225,1.836735,1359258179.195078,1.836735,1263196756.173315,1.836735,1177008724.691531,1.836735,1099381567.72357,1.836735,1029214440.414726,1.836735,965578391.1191659,1.836735,907685056.3638737,1.836735,854861824.1175642,1.836735,806531979.2013129,1.836735,762198718.6460313,1.836735,721432196.9280097,1.836735,683858961.028054
1.877551,32619311897.77681,1.877551,22702084880.3777,1.877551,16794404851.01232,1.877551,12968385899.32928,1.877551,10335564211.47296,1.877551,8440744498.654645,1.877551,7029113232.588895,1.877551,5947974285.93805,1.877551,5100903179.523219,1.877551,4424428960.392056,1.877551,3875327655.549737,1.877551,3423310203.962571,1.877551,3046625359.042464,1.877551,2729317057.325686,1.877551,2459459616.712979,1.877551,2227990992.806543,1.877551,2027922818.917474,1.877551,1853794092.075287,1.877551,1701286109.274905,1.877551,1566946368.198019,1.877551,1447987499.015394,1.877551,1342138751.942781,1.877551,1247534876.203288,1.877551,1162631984.245929,1.877551,1086143148.518223,1.877551,1016988603.122755,1.877551,954256876.8946939,1.877551,897174193.8315399,1.877551,845080186.7591919,1.877551,797408475.6262791,1.877551,753671025.898582,1.877551,713445467.5642916,1.877551,676364750.1426029
1.918367,31752750717.07011,1.918367,22143993781.92126,1.918367,16409043761.49897,1.918367,12688423212.43074,1.918367,10124257810.07183,1.918367,8276427777.221493,1.918367,6898224803.373857,1.918367,5841620946.768142,1.918367,5013029607.424346,1.918367,4350781647.474635,1.918367,3812838956.724591,1.918367,3369717047.352752,1.918367,3000225026.983439,1.918367,2688806101.175285,1.918367,2423824848.08744,1.918367,2196434029.304291,1.918367,1999806795.210276,1.918367,1828605341.461611,1.918367,1678606159.576232,1.918367,1546431172.871851,1.918367,1429351826.975398,1.918367,1325144310.584963,1.918367,1231981173.02398,1.918367,1148349222.67332,1.918367,1072986652.245374,1.918367,1004834401.246588,1.918367,942998179.3691921,1.918367,886718556.0772291,1.918367,835347212.3120873,1.918367,788327942.225516,1.918367,745181347.3331443,1.918367,705492423.6384473,1.918367,668900432.1713116
1.959184,30917203015.5237,1.959184,21603520110.25604,1.959184,16034539769.29495,1.959184,12415573160.76096,1.959184,9917832796.159445,1.959184,8115585984.680114,1.959184,6769884495.216104,1.959184,5737182551.731945,1.959184,4926625223.220412,1.959184,4278281631.6552,1.959184,3751259981.752727,1.959184,3316854917.665143,1.959184,2954419058.198575,1.959184,2648783444.151796,1.959184,2388594978.745316,1.959184,2165215613.200164,1.959184,1971975969.404402,1.959184,1803658481.087387,1.959184,1656132636.526602,1.959184,1526093131.797708,1.959184,1410868970.03355,1.959184,1308282310.535137,1.959184,1216542750.518112,1.959184,1134167204.255683,1.959184,1059918517.899392,1.959184,992757964.0579127,1.959184,931808134.1472734,1.959184,876323701.0782813,1.959184,825668196.8196977,1.959184,779295428.2464086,1.959184,736734499.85807,1.959184,697577663.4285347,1.959184,661470399.694298
2,30111302761.76338,2,21080015505.0268,2,15670560710.81917,2,12149656963.74518,2,9716190596.439741,2,7958164886.193788,2,6644063601.833712,2,5634645526.076474,2,4841685592.576318,2,4206930050.107354,2,3690595256.282453,2,3264730365.74886,2,2909215164.092825,2,2609257404.073097,2,2353778575.964454,2,2134344331.558185,2,1944438801.91261,2,1778961753.259671,2,1633873509.445946,2,1505939910.842038,2,1392546276.431196,2,1291559779.058436,2,1201226318.72657,2,1120092330.127211,2,1046944848.853669,2,980765109.9537936,2,920692288.2601404,2,865994918.3853327,2,816048186.1428608,2,770315749.3138034,2,728335081.8252238,2,689705580.393538,2,654078853.0256753
